club_id,club_name,club_name_ascii,league,country,city,stadium,city_lat,city_lon,city_source_url,city_geo_source,city_match_confidence,manual_review_flag,notes,city_key,city_review_notes
c_castellon_8eebb754,CD Castellón,CD Castellon,Segunda División,Spain,Castellón de la Plana,Nou Estadi Castàlia,39.98567,-0.04935,https://www.geonames.org/2519752,geonames_searchJSON,low,False,,spain__castellon-de-la-plana__522e60ed,GeoNames name_equals match; selected 'Castelló de la Plana'; admin 'Valencia'; feature PPLA2; population 171857; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
c_caykur_rizespor_5d094b3b,Çaykur Rizespor,Caykur Rizespor,Süper Lig,Turkey,Rize,Rize City Stadium,41.02083,40.52194,https://www.geonames.org/740483,geonames_searchJSON,high,False,Merged aliases/source variants: Caykur Rizesport; Çaykur Rizespor; Rizespor.,turkey__rize__992675d8,GeoNames name_equals match; selected 'Rize'; admin 'Rize'; feature PPLA; population 119828; 4.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_celta_vigo_d1c2cf8a,RC Celta de Vigo,RC Celta de Vigo,La Liga,Spain,Vigo,Balaídos Stadium,42.23282,-8.72264,https://www.geonames.org/3105976,geonames_searchJSON,high,False,,spain__vigo__c9d7b306,GeoNames name_equals match; selected 'Vigo'; admin 'Galicia'; feature PPLA3; population 293642; 2.7 km from trusted local centroid; top-vs-next score margin 53.4; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_celtic_a2eaecf1,Celtic F.C.,Celtic F.C.,Scottish Premiership,Scotland,Glasgow,Celtic Park,55.86515,-4.25763,https://www.geonames.org/2648579,geonames_searchJSON,high,False,,scotland__glasgow__4d9f298b,GeoNames name_equals match; selected 'Glasgow'; admin 'Scotland'; feature PPLA2; population 626410; 1.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_cercle_brugge_02b4f133,Cercle Brugge KSV,Cercle Brugge KSV,Belgian Pro League,Belgium,Bruges,Jan Breydel Stadium,51.20892,3.22424,https://www.geonames.org/2800931,geonames_searchJSON,low,False,Step 5 manual review canonical rename from 'Cercle Brugge' to 'Cercle Brugge KSV'.,belgium__bruges__a0f80d78,GeoNames name_equals match; selected 'Brugge'; admin 'Vlaanderen'; feature PPL; population 118509; 3.5 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually verified.
c_cerro_porteno_cf028333,Club Cerro Porteño,Club Cerro Porteno,Primera División de Paraguay,Paraguay,Asunción,Estadio General Pablo Rojas,-25.28207,-57.63539,https://www.geonames.org/3439389,geonames_searchJSON,low,False,,paraguay__asuncion__1d501407,GeoNames name_equals match; selected 'Asunción'; admin 'Asunción'; feature PPLC; population 1482200; 537.9 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually changed to current values.
c_charleroi_62356bf9,Royal Charleroi SC,Royal Charleroi SC,Belgian Pro League,Belgium,Charleroi,Stade du Pays de Charleroi,50.41136,4.44448,https://www.geonames.org/2800481,geonames_searchJSON,high,False,,belgium__charleroi__c5857956,GeoNames name_equals match; selected 'Charleroi'; admin 'Wallonië'; feature PPL; population 200132; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_charlotte_fc_f185ca79,Charlotte FC,Charlotte FC,Major League Soccer,United States,Charlotte,Bank of America Stadium,35.22709,-80.84313,https://www.geonames.org/4460243,geonames_searchJSON,high,False,,united-states__charlotte__ab07b447,GeoNames name_equals match; selected 'Charlotte'; admin 'North Carolina'; feature PPLA2; population 911311; 0.9 km from trusted local centroid; top-vs-next score margin 86.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_charlton_athletic_f6926677,Charlton Athletic F.C.,Charlton Athletic F.C.,EFL Championship,England,London,The Valley,51.50853,-0.12574,https://www.geonames.org/2643743,geonames_searchJSON,high,False,,england__london__a0c2be3a,GeoNames name_equals match; selected 'London'; admin 'England'; feature PPLC; population 8961989; 3.2 km from trusted local centroid; top-vs-next score margin 95.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_chaves_de187007,G.D. Chaves,G.D. Chaves,Liga Portugal 2,Portugal,Chaves,Estádio Municipal Eng. Manuel Branco Teixeira,41.74019,-7.46879,https://www.geonames.org/2740761,geonames_searchJSON,high,False,,portugal__chaves__259ceaf1,GeoNames name_equals match; selected 'Chaves'; admin 'Vila Real'; feature PPLA2; population 17535; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_chelsea_e655b01a,Chelsea F.C.,Chelsea F.C.,Premier League,England,London,Stamford Bridge,51.50853,-0.12574,https://www.geonames.org/2643743,geonames_searchJSON,high,False,,england__london__a0c2be3a,GeoNames name_equals match; selected 'London'; admin 'England'; feature PPLC; population 8961989; 3.2 km from trusted local centroid; top-vs-next score margin 95.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_chicago_fire_65c1a76f,Chicago Fire,Chicago Fire,Major League Soccer,United States,Chicago,Soldier Field,41.85003,-87.65005,https://www.geonames.org/4887398,geonames_searchJSON,high,False,,united-states__chicago__83183e91,GeoNames name_equals match; selected 'Chicago'; admin 'Illinois'; feature PPLA2; population 2664452; 3.1 km from trusted local centroid; top-vs-next score margin 186.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_chivas_d38ae426,Chivas,Chivas,Major League Soccer,United States,Carson,Dignity Health Sports Park,33.83141,-118.28202,https://www.geonames.org/5334519,geonames_searchJSON,high,False,,united-states__carson__785d5169,GeoNames name_equals match; selected 'Carson'; admin 'California'; feature PPL; population 93281; 4.1 km from trusted local centroid; top-vs-next score margin 84.5; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_club_africain_64656e78,Club Africain,Club Africain,Tunisian Ligue Professionnelle 1,Tunisia,Radès,Hammadi Agrebi Stadium,36.76946,10.27468,https://www.geonames.org/2467815,geonames_searchJSON,high,False,,tunisia__rades__3c5626c2,GeoNames name_equals match; selected 'Radès'; admin 'ولاية بن عروس'; feature PPL; population 59998; 2.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_club_america_49cadc66,Club América,Club America,Liga MX,Mexico,Coyoacán,Estadio Azteca,19.3467,-99.16174,https://www.geonames.org/3530139,geonames_searchJSON,high,False,Merged aliases/source variants: Club América; América.,mexico__coyoacan__d2b533fd,GeoNames name_equals match; selected 'Coyoacán'; admin 'Ciudad de México'; feature PPL; population 614447; 5.0 km from trusted local centroid; top-vs-next score margin 55.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_club_brugge_ea2adfc5,Club Brugge KV,Club Brugge KV,Belgian Pro League,Belgium,Bruges,Jan Breydel Stadium,51.20892,3.22424,https://www.geonames.org/2800931,geonames_searchJSON,low,False,Step 5 manual review canonical rename from 'Club Brugge' to 'Club Brugge KV'.,belgium__bruges__a0f80d78,GeoNames name_equals match; selected 'Brugge'; admin 'Vlaanderen'; feature PPL; population 118509; 3.5 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually verified.
c_club_tijuana_6e4baf66,Club Tijuana,Club Tijuana,Liga MX,Mexico,Tijuana,Estadio Caliente,32.5027,-117.00371,https://www.geonames.org/3981609,geonames_searchJSON,high,False,Merged aliases/source variants: Club Tijuana; Tijuana.,mexico__tijuana__1a4dc2ce,GeoNames name_equals match; selected 'Tijuana'; admin 'Baja California'; feature PPLA2; population 1922523; 1.1 km from trusted local centroid; top-vs-next score margin 98.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_cobresal_8c0fe5bd,Cobresal,Cobresal,Chilean Primera División,Chile,El Salvador,Estadio El Cobre,-26.24398,-69.62546,https://www.geonames.org/3890417,geonames_searchJSON,high,False,,chile__el-salvador__5938f3bf,GeoNames name_equals match; selected 'El Salvador'; admin 'Atacama'; feature PPLX; 0.9 km from trusted local centroid; top-vs-next score margin 77.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_colorado_rapids_da865f5e,Colorado Rapids,Colorado Rapids,Major League Soccer,United States,Commerce City,Dick's Sporting Goods Park,39.80832,-104.93387,https://www.geonames.org/5417737,geonames_searchJSON,high,False,,united-states__commerce-city__9f54411c,GeoNames name_equals match; selected 'Commerce City'; admin 'Colorado'; feature PPL; population 53696; 3.6 km from trusted local centroid; top-vs-next score margin 205.1; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_colorado_springs_switchbacks_a19366a9,Colorado Springs Switchbacks,Colorado Springs Switchbacks,USL Championship,United States,Colorado Springs,Switchbacks Training Stadium,38.83388,-104.82136,https://www.geonames.org/5417598,geonames_searchJSON,high,False,,united-states__colorado-springs__dc334e47,GeoNames name_equals match; selected 'Colorado Springs'; admin 'Colorado'; feature PPLA2; population 456568; 11.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_columbus_crew_7b68355a,Columbus Crew,Columbus Crew,Major League Soccer,United States,Columbus,ScottsMiracle-Gro Field,39.96118,-82.99879,https://www.geonames.org/4509177,geonames_searchJSON,high,False,,united-states__columbus__6f4d0b13,GeoNames name_equals match; selected 'Columbus'; admin 'Ohio'; feature PPLA; population 913175; 1.8 km from trusted local centroid; top-vs-next score margin 49.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_como_e0ef6211,Como,Como,Serie A,Italy,Como,Stadio Giuseppe Sinigaglia,45.80819,9.0832,https://www.geonames.org/3178229,geonames_searchJSON,high,False,,italy__como__9f65abc5,GeoNames name_equals match; selected 'Como'; admin 'Lombardia'; feature PPLA2; population 84808; 1.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_copenhagen_7e10c652,F.C. Copenhagen,F.C. Copenhagen,Danish Superliga,Denmark,Copenhagen,Parken Stadium,55.67594,12.56553,https://www.geonames.org/2618425,geonames_searchJSON,high,False,Merged aliases/source variants: Copenhagen; Kobenhavn.,denmark__copenhagen__1f815217,GeoNames name_equals match; selected 'Copenhagen'; admin 'Region Hovedstaden'; feature PPLC; population 1153615; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_corinthians_276924f3,SC Corinthians Paulista,SC Corinthians Paulista,Campeonato Brasileiro Série A,Brazil,São Paulo,Arena Corinthians,-23.5475,-46.63611,https://www.geonames.org/3448439,geonames_searchJSON,high,False,,brazil__sao-paulo__030406e0,GeoNames name_equals match; selected 'São Paulo'; admin 'São Paulo'; feature PPLA; population 12400232; 6.2 km from trusted local centroid; top-vs-next score margin 102.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_cosmos_koblenz_125995a0,FC Cosmos Koblenz,FC Cosmos Koblenz,Oberliga Rheinland-Pfalz/Saar,Germany,Koblenz,Stadion Oberwerth,50.35357,7.57883,https://www.geonames.org/2886946,geonames_searchJSON,medium,False,,germany__koblenz__0845f804,GeoNames name_equals match; selected 'Koblenz'; admin 'Rheinland-Pfalz'; feature PPLA3; population 107319; top-vs-next score margin 12.6; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
c_coventry_city_4bce22e1,Coventry City F.C.,Coventry City F.C.,Premier League,England,Coventry,Coventry Building Society Arena,52.40656,-1.51217,https://www.geonames.org/2652221,geonames_searchJSON,high,False,,england__coventry__23aace2f,GeoNames name_equals match; selected 'Coventry'; admin 'England'; feature PPLA2; population 345324; 4.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_cracovia_5bed2b4b,KS Cracovia,KS Cracovia,Ekstraklasa,Poland,Kraków,Józef Piłsudski Cracovia Stadium,50.06143,19.93658,https://www.geonames.org/3094802,geonames_searchJSON,high,False,,poland__krakow__d9bf2008,GeoNames name_equals match; selected 'Kraków'; admin 'Województwo małopolskie'; feature PPLA; population 804237; 1.3 km from trusted local centroid; top-vs-next score margin 66.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_cremonese_7c9dcb3d,Cremonese,Cremonese,Serie A,Italy,Cremona,Stadio Giovanni Zini,45.13325,10.02129,https://www.geonames.org/3177838,geonames_searchJSON,high,False,,italy__cremona__ac86e9b9,GeoNames name_equals match; selected 'Cremona'; admin 'Lombardia'; feature PPLA2; population 71223; 1.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_cruz_azul_71a31d4c,Cruz Azul,Cruz Azul,Liga MX,Mexico,Mexico City,Estadio Azteca,19.42847,-99.12766,https://www.geonames.org/3530597,geonames_searchJSON,high,False,,mexico__mexico-city__c5288fab,GeoNames name_equals match; selected 'Mexico City'; admin 'Ciudad de México'; feature PPLC; population 12294193; 14.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_crystal_palace_cd11ce68,Crystal Palace F.C.,Crystal Palace F.C.,Premier League,England,London,Selhurst Park,51.50853,-0.12574,https://www.geonames.org/2643743,geonames_searchJSON,high,False,,england__london__a0c2be3a,GeoNames name_equals match; selected 'London'; admin 'England'; feature PPLC; population 8961989; 3.2 km from trusted local centroid; top-vs-next score margin 95.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_cs_sfaxien_1128368b,CS Sfaxien,CS Sfaxien,Tunisian Ligue Professionnelle 1,Tunisia,Sfax,Taieb Mhiri Stadium,34.74056,10.76028,https://www.geonames.org/2467454,geonames_searchJSON,high,False,,tunisia__sfax__31b39e38,GeoNames name_equals match; selected 'Sfax'; admin 'صفاقس'; feature PPLA; population 280566; 1.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_cultural_leonesa_4479aa29,Cultural y Deportiva Leonesa,Cultural y Deportiva Leonesa,Primera Federación,Spain,León,Estadio Reino de León,42.60003,-5.57032,https://www.geonames.org/3118532,geonames_searchJSON,high,False,,spain__leon__acdef6d5,GeoNames name_equals match; selected 'León'; admin 'Castilla y León'; feature PPLA2; population 124772; 1.5 km from trusted local centroid; top-vs-next score margin 56.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_daejeon_hana_0cece60d,Daejeon Hana,Daejeon Hana,K League 1,South Korea,Daejeon,Daejeon World Cup Stadium,36.34913,127.38493,https://www.geonames.org/1835235,geonames_searchJSON,high,False,,south-korea__daejeon__f43e0133,GeoNames name_equals match; selected 'Daejeon'; admin '대전광역시'; feature PPLA; population 1470336; 5.7 km from trusted local centroid; top-vs-next score margin 57.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_den_bosch_bb7ad83e,FC Den Bosch,FC Den Bosch,Eerste Divisie,Netherlands,Den Bosch,De Vliert,51.69917,5.30417,https://www.geonames.org/2747351,geonames_searchJSON,high,False,,netherlands__den-bosch__f1a180a7,GeoNames name_equals match; selected ''s-Hertogenbosch'; admin 'Noord-Brabant'; feature PPLA; population 160783; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_deportivo_la_guaira_c9679b6f,Deportivo La Guaira,Deportivo La Guaira,Venezuelan Primera División,Venezuela,Caracas,Estadio Olímpico,10.48801,-66.87919,https://www.geonames.org/3646738,geonames_searchJSON,high,False,,venezuela__caracas__7dc4cafb,GeoNames name_equals match; selected 'Caracas'; admin 'Distrito Federal'; feature PPLC; population 3000000; 0.8 km from trusted local centroid; top-vs-next score margin 104.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_derby_county_900d9adb,Derby County F.C.,Derby County F.C.,EFL Championship,England,Derby,Pride Park Stadium,52.92277,-1.47663,https://www.geonames.org/2651347,geonames_searchJSON,high,False,,england__derby__1821f949,GeoNames name_equals match; selected 'Derby'; admin 'England'; feature PPLA2; population 270468; 2.2 km from trusted local centroid; top-vs-next score margin 67.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_dibba_al_fujairah_06c16d12,Dibba FC,Dibba FC,UAE Pro League,United Arab Emirates,Fujairah,Fujairah Club Stadium,25.11641,56.34141,https://www.geonames.org/292878,geonames_searchJSON,low,False,Step 5 manual correction: Mohanad Ali reassigned from source-listed Al-Shorta to Dibba FC; previous source variant was Dibba Al Fujairah. Step 5 manual review canonical rename from 'Dibba Al Fujairah' to 'Dibba FC'.,united-arab-emirates__fujairah__3749f5e4,"Manual city correction retained for Fujairah, United Arab Emirates."
c_dinamo_samarqand_94368156,Dinamo Samarqand,Dinamo Samarqand,Uzbekistan Super League,Uzbekistan,Samarkand,Dynamo Samarkand Stadium,39.65456,66.96445,https://www.geonames.org/1216265,geonames_searchJSON,high,False,,uzbekistan__samarkand__018a3c3d,GeoNames name_equals match; selected 'Samarkand'; admin 'Samarqand viloyati'; feature PPLA; population 595200; 1.9 km from trusted local centroid; top-vs-next score margin 66.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_dinamo_zagreb_d86806ac,Dinamo Zagreb,Dinamo Zagreb,Croatian Football League,Croatia,Maksimir,Stadion Maksimir,45.81872,16.01328,https://www.geonames.org/3195879,geonames_searchJSON,high,False,,croatia__maksimir__c03d5bcd,GeoNames name_equals match; selected 'Maksimir'; admin 'Zagreb'; feature PPLX; 0.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_dynamo_makhachkala_9cc503d9,FC Dynamo Makhachkala,FC Dynamo Makhachkala,Russian Premier League,Russia,Kaspiysk,Anzhi Arena,42.88165,47.63919,https://www.geonames.org/551847,geonames_searchJSON,high,False,,russia__kaspiysk__ab26c8e9,GeoNames name_equals match; selected 'Kaspiysk'; admin 'Дагестан'; feature PPL; population 81752; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_dynamo_moscow_28a6f575,FC Dynamo Moscow,FC Dynamo Moscow,Russian Premier League,Russia,Moscow,VTB Arena,55.75204,37.61781,https://www.geonames.org/524901,geonames_searchJSON,high,False,Merged aliases/source variants: Dynamo Moscow; Dinamo Moscow.,russia__moscow__d2e4137f,GeoNames name_equals match; selected 'Moscow'; admin 'Москва'; feature PPLC; population 10381222; 6.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_eintracht_braunschweig_c967ead8,Eintracht Braunschweig,Eintracht Braunschweig,2. Bundesliga,Germany,Braunschweig,Eintracht-Stadion,52.26594,10.52673,https://www.geonames.org/2945024,geonames_searchJSON,high,False,,germany__braunschweig__ebe0a605,GeoNames name_equals match; selected 'Braunschweig'; admin 'Niedersachsen'; feature PPLA3; population 244715; 2.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_eintracht_frankfurt_52e79065,Eintracht Frankfurt,Eintracht Frankfurt,Bundesliga,Germany,Frankfurt am Main,Waldstadion,50.11552,8.68417,https://www.geonames.org/2925533,geonames_searchJSON,high,False,,germany__frankfurt-am-main__4d46ffc0,"GeoNames exact match retained for Frankfurt am Main, Germany. Canonical city label updated from Frankfurt to Frankfurt am Main."
c_el_gouna_d2a63f6b,El Gouna,El Gouna,Egyptian Premier League,Egypt,El Gouna,Khaled Bichara Stadium,27.39417,33.67825,https://www.geonames.org/6692512,geonames_searchJSON,high,False,,egypt__el-gouna__32d8fd92,GeoNames name_equals match; selected 'El Gouna'; admin 'محافظة البحر الأحمر'; feature PPL; population 15000; 4.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_el_paso_locomotive_18790af8,El Paso Locomotive,El Paso Locomotive,USL Championship,United States,El Paso,New El Paso Ballpark,31.75872,-106.48693,https://www.geonames.org/5520993,geonames_searchJSON,high,False,,united-states__el-paso__c6171260,GeoNames name_equals match; selected 'El Paso'; admin 'Texas'; feature PPLA2; population 678815; 0.6 km from trusted local centroid; top-vs-next score margin 90.2; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_elche_e757517b,Elche,Elche,La Liga,Spain,Elche,Estadio Manuel Martínez Valero,38.26218,-0.70107,https://www.geonames.org/2518559,geonames_searchJSON,high,False,,spain__elche__a6d6c887,GeoNames name_equals match; selected 'Elche'; admin 'Valencia'; feature PPLA3; population 234765; 3.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_elfsborg_d22fb04b,IF Elfsborg,IF Elfsborg,Allsvenskan,Sweden,Borås,Borås Arena,57.72101,12.9401,https://www.geonames.org/2720501,geonames_searchJSON,high,False,,sweden__boras__7ef6cb59,GeoNames name_equals match; selected 'Borås'; admin 'Västra Götalands län'; feature PPLA2; population 71700; 1.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_espanyol_b65db3d8,RCD Espanyol,RCD Espanyol,La Liga,Spain,Cornellà de Llobregat,RCDE Stadium,41.35,2.08333,https://www.geonames.org/3124569,geonames_searchJSON,high,False,,spain__cornella-de-llobregat__dc36b862,GeoNames name_equals match; selected 'Cornellà de Llobregat'; admin 'Cataluña'; feature PPL; population 87173; 13.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_esperance_de_tunis_bd3a1ae1,Espérance de Tunis,Esperance de Tunis,Tunisian Ligue Professionnelle 1,Tunisia,Radès,Hammadi Agrebi Stadium,36.76946,10.27468,https://www.geonames.org/2467815,geonames_searchJSON,high,False,Merged aliases/source variants: Espérance de Tunis; Esperance.,tunisia__rades__3c5626c2,GeoNames name_equals match; selected 'Radès'; admin 'ولاية بن عروس'; feature PPL; population 59998; 2.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_esteghlal_e23c4940,Esteghlal F.C.,Esteghlal F.C.,Persian Gulf Pro League,Iran,Tehran,Azadi Stadium,35.69439,51.42151,https://www.geonames.org/112931,geonames_searchJSON,high,False,,iran__tehran__dbef9c9d,GeoNames name_equals match; selected 'Tehran'; admin 'استان تهران'; feature PPLC; population 7153309; 13.6 km from trusted local centroid; top-vs-next score margin 27.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_estrela_amadora_ff8429b2,Estrela Amadora,Estrela Amadora,Liga Portugal,Portugal,Amadora,Estádio José Gomes,38.75382,-9.23083,https://www.geonames.org/2271772,geonames_searchJSON,high,False,,portugal__amadora__57d8ae2e,GeoNames name_equals match; selected 'Amadora'; admin 'Lisboa'; feature PPL; population 178858; 0.3 km from trusted local centroid; top-vs-next score margin 180.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_estudiantes_de_la_plata_9139330d,Club Estudiantes de La Plata,Club Estudiantes de La Plata,Primera División de Argentina,Argentina,La Plata,Estadio Jorge Luis Hirschi,-34.92126,-57.95442,https://www.geonames.org/3432043,geonames_searchJSON,high,False,,argentina__la-plata__278b9175,GeoNames name_equals match; selected 'La Plata'; admin 'Buenos Aires'; feature PPLA; population 195443; 1.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_etoile_du_sahel_57c67bcf,Étoile Sportive du Sahel,Etoile Sportive du Sahel,Tunisian Ligue Professionnelle 1,Tunisia,Sousse,Stade Olympique de Sousse,35.82539,10.63699,https://www.geonames.org/2464915,geonames_searchJSON,high,False,,tunisia__sousse__9de4ccc9,GeoNames name_equals match; selected 'Sousse'; admin 'سوسة'; feature PPLA; population 221715; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_everton_fd9ce394,Everton F.C.,Everton F.C.,Premier League,England,Liverpool,Hill Dickinson Stadium,53.41058,-2.97794,https://www.geonames.org/2644210,geonames_searchJSON,high,False,,england__liverpool__99112030,GeoNames name_equals match; selected 'Liverpool'; admin 'England'; feature PPLA2; population 496770; 1.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_farense_d90822fe,Farense,Farense,Liga Portugal 2,Portugal,Faro,Estádio Algarve,37.01869,-7.92716,https://www.geonames.org/2268339,geonames_searchJSON,high,False,,portugal__faro__b1a732e6,GeoNames name_equals match; selected 'Faro'; admin 'Faro'; feature PPLA; population 70347; 8.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_fc_augsburg_ae582369,FC Augsburg,FC Augsburg,Bundesliga,Germany,Augsburg,WWK Arena,48.37154,10.89851,https://www.geonames.org/2954172,geonames_searchJSON,high,False,Merged aliases/source variants: FC Augsburg; Augsburg.,germany__augsburg__de47f247,GeoNames name_equals match; selected 'Augsburg'; admin 'Bayern'; feature PPLA2; population 259196; 5.4 km from trusted local centroid; top-vs-next score margin 99.2; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_fc_cincinnati_d3ccf1dd,FC Cincinnati,FC Cincinnati,Major League Soccer,United States,Cincinnati,TQL Stadium,39.12711,-84.51439,https://www.geonames.org/4508722,geonames_searchJSON,high,False,,united-states__cincinnati__146369ca,GeoNames name_equals match; selected 'Cincinnati'; admin 'Ohio'; feature PPLA2; population 311097; 1.9 km from trusted local centroid; top-vs-next score margin 64.5; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_fc_dallas_00dc1812,FC Dallas,FC Dallas,Major League Soccer,United States,Frisco,Toyota Stadium,33.15067,-96.82361,https://www.geonames.org/4692559,geonames_searchJSON,low,False,,united-states__frisco__4bfbb68c,"Manual city correction retained for Frisco, Texas, United States."
c_fc_midtjylland_2f4e39b9,FC Midtjylland,FC Midtjylland,Danish Superliga,Denmark,Herning,MCH Arena,56.13615,8.97662,https://www.geonames.org/2620425,geonames_searchJSON,high,False,Merged aliases/source variants: FC Midtjylland; Midtjylland.,denmark__herning__3dfaa460,GeoNames name_equals match; selected 'Herning'; admin 'Region Midtjylland'; feature PPLA2; population 50565; 2.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_fc_noah_5f5fceba,FC Noah,FC Noah,Armenian Premier League,Armenia,Yerevan,Mika Stadium,40.17765,44.5126,https://www.geonames.org/616052,geonames_searchJSON,high,False,,armenia__yerevan__cc3107b7,GeoNames name_equals match; selected 'Yerevan'; admin 'Քաղաք Երէվան'; feature PPLC; population 1144700; 4.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_fc_nordsjlland_ae9978cb,FC Nordsjælland,FC Nordsjaelland,Danish Superliga,Denmark,Farum,Right to Dream Park,55.80858,12.36066,https://www.geonames.org/2622306,geonames_searchJSON,high,False,,denmark__farum__0840ef46,GeoNames name_equals match; selected 'Farum'; admin 'Region Hovedstaden'; feature PPLA2; population 20312; 0.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
c_fc_seoul_8e133359,FC Seoul,FC Seoul,K League 1,South Korea,Seoul,Seoul World Cup Stadium,37.566,126.9784,https://www.geonames.org/1835848,geonames_searchJSON,high,False,,south-korea__seoul__7188f517,"FC Seoul official site lists Seoul World Cup Stadium in Seoul as the home venue; city coordinates updated to Seoul, South Korea."
c_fc_tatran_presov_05bcf723,FC Tatran Prešov,FC Tatran Presov,Slovak First Football League,Slovakia,Prešov,Futbal Tatran Arena,48.99923,21.2355,https://www.geonames.org/723819,geonames_searchJSON,high,False,,slovakia__presov__981a5ee2,GeoNames name_equals match; selected 'Prešov'; admin 'Prešovský'; feature PPLA; population 82927; 0.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
