club_id,club_name,club_name_ascii,league,country,city,stadium,wikipedia_url,wikidata_url,match_status,review_status,player_count,current_club_lat,current_club_lon,wikipedia_page_title,search_query_stadium,search_query_club,geonames_city_query,resolution_priority,wikipedia_lat,wikipedia_lon,wikipedia_source_url,overpass_lat,overpass_lon,overpass_source_url,geonames_lat,geonames_lon,geonames_source_url,recommended_lat,recommended_lon,recommended_source,recommended_source_url,recommended_coordinate_basis,conflict_distance_km,resolver_status,official_source_fallback_needed,manual_review_reason
c_cerro_porteno_cf028333,Cerro Porteo,Cerro Porteno,Primera Divisin de Paraguay,Paraguay,Asuncin,Estadio General Pablo Rojas,https://en.wikipedia.org/wiki/Cerro_Porte%C3%B1o,https://www.wikidata.org/wiki/Q914086,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,2,-25.3,-57.6375,Cerro Porteño,"Estadio General Pablo Rojas, Asuncin, Paraguay","Cerro Porteo, Asuncin, Paraguay","Asuncin, Paraguay",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Asunci%C2%97n&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_charleroi_62356bf9,Charleroi,Charleroi,Belgian Pro League,Belgium,Charleroi,Stade du Pays de Charleroi,"https://en.wikipedia.org/wiki/Charleroi,_Pennsylvania",https://www.wikidata.org/wiki/Q403104,candidate_coords_need_review,manual_club_metadata_reviewed_triage,3,40.1381,-79.9014,"Charleroi, Pennsylvania","Stade du Pays de Charleroi, Charleroi, Belgium","Charleroi, Charleroi, Belgium","Charleroi, Belgium",high_review,40.13805556,-79.90138889,"https://en.wikipedia.org/wiki/Charleroi,_Pennsylvania",,,,,,,40.13805556,-79.90138889,wikipedia_page_coordinates,"https://en.wikipedia.org/wiki/Charleroi,_Pennsylvania",wikipedia_page,,resolved,FALSE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Charleroi&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_charlton_athletic_f6926677,Charlton Athletic,Charlton Athletic,EFL Championship,England,London,The Valley,https://en.wikipedia.org/wiki/Charlton_Athletic_F.C.,https://www.wikidata.org/wiki/Q19462,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,51.487489,0.035632,Charlton Athletic F.C.,"The Valley, London, England","Charlton Athletic, London, England","London, England",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=London&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_chaves_de187007,Chaves,Chaves,Liga Portugal 2,Portugal,Chaves,Estdio Municipal Eng. Manuel Branco Teixeira,,https://www.wikidata.org/wiki/Q27264136,candidate_no_coordinates,manual_club_metadata_reviewed_triage,1,,,,"Estdio Municipal Eng. Manuel Branco Teixeira, Chaves, Portugal","Chaves, Chaves, Portugal","Chaves, Portugal",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Chaves&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_chelsea_e655b01a,Chelsea,Chelsea,Premier League,England,London,Stamford Bridge,https://en.wikipedia.org/wiki/Chelsea_F.C.,https://www.wikidata.org/wiki/Q9616,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,10,51.48166667,-0.191111111,Chelsea F.C.,"Stamford Bridge, London, England","Chelsea, London, England","London, England",manual_triage_followup,51.4817,-0.1908,https://en.wikipedia.org/wiki/Chelsea_F.C.,,,,,,,51.4817,-0.1908,wikipedia_page_coordinates,https://en.wikipedia.org/wiki/Chelsea_F.C.,wikipedia_page,,resolved,FALSE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=London&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_chicago_fire_65c1a76f,Chicago Fire,Chicago Fire,Major League Soccer,United States,Chicago,Soldier Field,https://en.wikipedia.org/wiki/Chicago_Fire_FC,https://www.wikidata.org/wiki/Q308683,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,3,41.8625,-87.61666667,Chicago Fire FC,"Soldier Field, Chicago, United States","Chicago Fire, Chicago, United States","Chicago, United States",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Chicago&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_club_africain_64656e78,Club Africain,Club Africain,Tunisian Ligue Professionnelle 1,Tunisia,Rads,Hammadi Agrebi Stadium,https://en.wikipedia.org/wiki/Club_Africain,https://www.wikidata.org/wiki/Q1102938,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,2,36.74777778,10.27277778,Club Africain,"Hammadi Agrebi Stadium, Rads, Tunisia","Club Africain, Rads, Tunisia","Rads, Tunisia",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Rad%C2%8Fs&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_club_america_49cadc66,Club Amrica,Club America,Liga MX,Mexico,Coyoacn,Estadio Azteca,https://en.wikipedia.org/wiki/Club_Am%C3%A9rica,https://www.wikidata.org/wiki/Q459090,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,4,19.30305556,-99.15055556,Club América,"Estadio Azteca, Coyoacn, Mexico","Club Amrica, Coyoacn, Mexico","Coyoacn, Mexico",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Coyoac%C2%87n&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_huracan_1cba27c3,Club Atltico Huracn,Club Atletico Huracan,Primera Divisin de Argentina,Argentina,Buenos Aires,Estadio Toms Adolfo Duc,https://en.wikipedia.org/wiki/Hurac%C3%A1n_F.C.,https://www.wikidata.org/wiki/Q923308,candidate_no_coordinates,manual_club_metadata_reviewed_triage,2,,,Huracán F.C.,"Estadio Toms Adolfo Duc, Buenos Aires, Argentina","Club Atltico Huracn, Buenos Aires, Argentina","Buenos Aires, Argentina",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Buenos+Aires&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_independiente_4f0bb709,Club Atltico Independiente,Club Atletico Independiente,Primera Divisin de Argentina,Argentina,Avellaneda,Estadio Libertadores de Amrica,https://en.wikipedia.org/wiki/Club_Atl%C3%A9tico_Independiente,https://www.wikidata.org/wiki/Q214978,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,2,-34.670267,-58.370969,Club Atlético Independiente,"Estadio Libertadores de Amrica, Avellaneda, Argentina","Club Atltico Independiente, Avellaneda, Argentina","Avellaneda, Argentina",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3B%0A%28%0A++nwr%5B%22name%22%3D%22Estadio+Libertadores+de+Am%C2%8Erica+Avellaneda+Argentina%22%5D%3B%0A++nwr%5B%22name%22~%22Estadio+Libertadores+de+Am%C2%8Erica+Avellaneda+Argentina%22%2C+i%5D%5B%22leisure%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22Estadio+Libertadores+de+Am%C2%8Erica+Avellaneda+Argentina%22%2C+i%5D%5B%22building%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22Estadio+Libertadores+de+Am%C2%8Erica+Avellaneda+Argentina%22%2C+i%5D%5B%22sport%22%3D%22soccer%22%5D%3B%0A%29%3B%0Aout+center+3%3B; GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Avellaneda&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_nacional_2b4d3a11,Club Nacional de Football,Club Nacional de Football,Liga AUF Uruguaya,Uruguay,Montevideo,Estadio Gran Parque Central,https://en.wikipedia.org/wiki/Club_Nacional_de_Football,https://www.wikidata.org/wiki/Q499616,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,-34.8845,-56.159,Club Nacional de Football,"Estadio Gran Parque Central, Montevideo, Uruguay","Club Nacional de Football, Montevideo, Uruguay","Montevideo, Uruguay",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Montevideo&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_club_tijuana_6e4baf66,Club Tijuana,Club Tijuana,Liga MX,Mexico,Tijuana,Estadio Caliente,https://en.wikipedia.org/wiki/Club_Tijuana,https://www.wikidata.org/wiki/Q1103168,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,2,32.506067,-116.993092,Club Tijuana,"Estadio Caliente, Tijuana, Mexico","Club Tijuana, Tijuana, Mexico","Tijuana, Mexico",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Tijuana&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_colorado_rapids_da865f5e,Colorado Rapids,Colorado Rapids,Major League Soccer,United States,Commerce City,Dick's Sporting Goods Park,https://en.wikipedia.org/wiki/Colorado_Rapids,https://www.wikidata.org/wiki/Q642408,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,39.80555556,-104.8919444,Colorado Rapids,"Dick's Sporting Goods Park, Commerce City, United States","Colorado Rapids, Commerce City, United States","Commerce City, United States",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Commerce+City&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_columbus_crew_7b68355a,Columbus Crew,Columbus Crew,Major League Soccer,United States,Columbus,ScottsMiracle-Gro Field,https://en.wikipedia.org/wiki/Columbus_Crew,https://www.wikidata.org/wiki/Q457163,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,2,39.96846,-83.01709,Columbus Crew,"ScottsMiracle-Gro Field, Columbus, United States","Columbus Crew, Columbus, United States","Columbus, United States",manual_triage_followup,39.96846111,-83.01708889,https://en.wikipedia.org/wiki/Columbus_Crew,,,,,,,39.96846111,-83.01708889,wikipedia_page_coordinates,https://en.wikipedia.org/wiki/Columbus_Crew,wikipedia_page,,resolved,FALSE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Columbus&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_copenhagen_7e10c652,Copenhagen,Copenhagen,Danish Superliga,Denmark,Copenhagen,Parken Stadium,https://en.wikipedia.org/wiki/Copenhagen_(horse),https://www.wikidata.org/wiki/Q1164128,candidate_no_coordinates,manual_club_metadata_reviewed_triage,3,,,Copenhagen (horse),"Parken Stadium, Copenhagen, Denmark","Copenhagen, Copenhagen, Denmark","Copenhagen, Denmark",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Copenhagen&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_corinthians_276924f3,Corinthians,Corinthians,Campeonato Brasileiro Srie A,Brazil,So Paulo,Arena Corinthians,https://en.wikipedia.org/wiki/SC_Corinthians_Paulista,https://www.wikidata.org/wiki/Q35933,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,-23.54555556,-46.474,SC Corinthians Paulista,"Arena Corinthians, So Paulo, Brazil","Corinthians, So Paulo, Brazil","So Paulo, Brazil",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=S%C2%8Bo+Paulo&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_cosmos_koblenz_125995a0,Cosmos Koblenz,Cosmos Koblenz,Oberliga Rheinland-Pfalz/Saar,Germany,Koblenz,Stadion Oberwerth,,,no_wikidata_candidates_found,manual_club_metadata_reviewed_triage,1,,,,"Stadion Oberwerth, Koblenz, Germany","Cosmos Koblenz, Koblenz, Germany","Koblenz, Germany",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Koblenz&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_cracovia_5bed2b4b,Cracovia,Cracovia,Ekstraklasa,Poland,Krakw,Jzef Pi_sudski Cracovia Stadium,https://en.wikipedia.org/wiki/KS_Cracovia,https://www.wikidata.org/wiki/Q24074158,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,50.058056,19.919722,KS Cracovia,"Jzef Pi_sudski Cracovia Stadium, Krakw, Poland","Cracovia, Krakw, Poland","Krakw, Poland",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3B%0A%28%0A++nwr%5B%22name%22%3D%22J%C2%97zef+Pi_sudski+Cracovia+Stadium+Krak%C2%97w+Poland%22%5D%3B%0A++nwr%5B%22name%22~%22J%C2%97zef+Pi_sudski+Cracovia+Stadium+Krak%C2%97w+Poland%22%2C+i%5D%5B%22leisure%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22J%C2%97zef+Pi_sudski+Cracovia+Stadium+Krak%C2%97w+Poland%22%2C+i%5D%5B%22building%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22J%C2%97zef+Pi_sudski+Cracovia+Stadium+Krak%C2%97w+Poland%22%2C+i%5D%5B%22sport%22%3D%22soccer%22%5D%3B%0A%29%3B%0Aout+center+3%3B; GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Krak%C2%97w&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_cruz_azul_71a31d4c,Cruz Azul,Cruz Azul,Liga MX,Mexico,Mexico City,Estadio Azteca,https://en.wikipedia.org/wiki/Cruz_Azul,https://www.wikidata.org/wiki/Q845859,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,2,19.30305556,-99.15055556,Cruz Azul,"Estadio Azteca, Mexico City, Mexico","Cruz Azul, Mexico City, Mexico","Mexico City, Mexico",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Mexico+City&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_crystal_palace_cd11ce68,Crystal Palace,Crystal Palace,Premier League,United Kingdom,South Norwood,Selhurst Park,https://en.wikipedia.org/wiki/Crystal_Palace_F.C.,https://www.wikidata.org/wiki/Q19467,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,11,51.39833333,-0.085555555,Crystal Palace F.C.,"Selhurst Park, South Norwood, United Kingdom","Crystal Palace, South Norwood, United Kingdom","South Norwood, United Kingdom",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3B%0A%28%0A++nwr%5B%22name%22%3D%22Selhurst+Park+South+Norwood+United+Kingdom%22%5D%3B%0A++nwr%5B%22name%22~%22Selhurst+Park+South+Norwood+United+Kingdom%22%2C+i%5D%5B%22leisure%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22Selhurst+Park+South+Norwood+United+Kingdom%22%2C+i%5D%5B%22building%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22Selhurst+Park+South+Norwood+United+Kingdom%22%2C+i%5D%5B%22sport%22%3D%22soccer%22%5D%3B%0A%29%3B%0Aout+center+3%3B; GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=South+Norwood&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_cs_sfaxien_1128368b,CS Sfaxien,CS Sfaxien,Tunisian Ligue Professionnelle 1,Tunisia,Sfax,Taieb Mhiri Stadium,https://en.wikipedia.org/wiki/CS_Sfaxien,https://www.wikidata.org/wiki/Q1024482,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,34.73361111,10.74611111,CS Sfaxien,"Taieb Mhiri Stadium, Sfax, Tunisia","CS Sfaxien, Sfax, Tunisia","Sfax, Tunisia",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3B%0A%28%0A++nwr%5B%22name%22%3D%22Taieb+Mhiri+Stadium+Sfax+Tunisia%22%5D%3B%0A++nwr%5B%22name%22~%22Taieb+Mhiri+Stadium+Sfax+Tunisia%22%2C+i%5D%5B%22leisure%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22Taieb+Mhiri+Stadium+Sfax+Tunisia%22%2C+i%5D%5B%22building%22%3D%22stadium%22%5D%3B%0A++nwr%5B%22name%22~%22Taieb+Mhiri+Stadium+Sfax+Tunisia%22%2C+i%5D%5B%22sport%22%3D%22soccer%22%5D%3B%0A%29%3B%0Aout+center+3%3B; GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Sfax&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_cultural_leonesa_4479aa29,Cultural Leonesa,Cultural Leonesa,Primera Federacin,Spain,Len,Estadio Reino de Len,https://en.wikipedia.org/wiki/Cultural_y_Deportiva_Leonesa,https://www.wikidata.org/wiki/Q582342,candidate_stadium_coords_needs_spotcheck,manual_club_metadata_reviewed_triage,1,42.587482,-5.576699,Cultural y Deportiva Leonesa,"Estadio Reino de Len, Len, Spain","Cultural Leonesa, Len, Spain","Len, Spain",manual_triage_followup,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Le%C2%97n&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_den_bosch_bb7ad83e,Den Bosch,Den Bosch,Eerste Divisie,Netherlands,Den Bosch,De Vliert,https://en.wikipedia.org/wiki/20243_Den_Bosch,https://www.wikidata.org/wiki/Q4957411,needs_manual_match_review,manual_club_metadata_reviewed_triage,1,,,20243 Den Bosch,"De Vliert, Den Bosch, Netherlands","Den Bosch, Den Bosch, Netherlands","Den Bosch, Netherlands",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Den+Bosch&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_dynamo_makhachkala_9cc503d9,Dynamo Makhachkala,Dynamo Makhachkala,Russian Premier League,Russia,Kaspiysk,Anzhi Arena,,,no_wikidata_candidates_found,manual_club_metadata_reviewed_triage,1,,,,"Anzhi Arena, Kaspiysk, Russia","Dynamo Makhachkala, Kaspiysk, Russia","Kaspiysk, Russia",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Kaspiysk&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
c_dynamo_moscow_28a6f575,Dynamo Moscow,Dynamo Moscow,Russian Premier League,Russia,Moscow,VTB Arena,https://en.wikipedia.org/wiki/Dynamo_Moscow,https://www.wikidata.org/wiki/Q1269117,candidate_no_coordinates,manual_club_metadata_reviewed_triage,2,,,Dynamo Moscow,"VTB Arena, Moscow, Russia","Dynamo Moscow, Moscow, Russia","Moscow, Russia",missing_coordinates,,,,,,,,,,,,,,,,unresolved,TRUE,"Overpass error: HTTPSConnectionPool(host='overpass-api.de', port=443): Read timed out. (read timeout=60); GeoNames error: HTTPSConnectionPool(host='api.geonames.org', port=443): Max retries exceeded with url: /searchJSON?q=Moscow&country=&maxRows=1&style=FULL&username=torqueda (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'api.geonames.org'. (_ssl.c:1081)"")))"
