club_id,club_name,club_name_ascii,qid,search_query,search_rank,search_label,search_description,wikidata_id,detail_status,wikidata_url,wikidata_label,wikidata_description,instance_of,country,league,stadium_wikidata_id,stadium,city,stadium_lat,stadium_lon,club_lat,club_lon,wikipedia_url,candidate_score
c_al_karma_f9b63d11,Al-Karma SC,Al-Karma SC,Q125493865,Al-Karma,5,Al Karmahana,,Q125493865,ok,https://www.wikidata.org/wiki/Q125493865,Al Karmahana,,human,,,,,,,,,,,19
c_al_karma_f9b63d11,Al-Karma SC,Al-Karma SC,Q137288233,Al-Karma,8,Al-karmashiya in wast Kassala School,School in Sudan,Q137288233,ok,https://www.wikidata.org/wiki/Q137288233,Al-karmashiya in wast Kassala School,School in Sudan,school,Sudan,,,,,,,,,,0
c_al_nasr_0bf2f525,Al-Nasr SC (Dubai),Al-Nasr SC (Dubai),Q812723,Al-Nasr SC (Dubai),1,Alshariqa,"Emirati sports club based in Al Nasr, Dubai",Q812723,ok,https://www.wikidata.org/wiki/Q812723,Alshariqa,"Emirati sports club based in Al Nasr, Dubai",association football club,United Arab Emirates,UAE Pro League,Q3119433,Al-Maktoum Stadium,Dubai,25.24,55.313055555,,,https://en.wikipedia.org/wiki/Al-Nasr_SC_(Dubai),92
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q482764,Al-Nassr FC,1,Al-Nassr,Saudi Arabian association football club,Q482764,ok,https://www.wikidata.org/wiki/Q482764,Al-Nassr,Saudi Arabian association football club,association football club,Saudi Arabia,Saudi Pro League,Q20421103,KSU Stadium,Riyadh,24.72930556,46.62369444,,,https://en.wikipedia.org/wiki/Al-Nassr_FC,100
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q115804941,Al-Nassr FC,2,Al Nassr FC,Saudi association women's football club,Q115804941,ok,https://www.wikidata.org/wiki/Q115804941,Al Nassr FC,Saudi association women's football club,association football club,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/Al-Nassr_FC_(women),100
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q116055693,Al-Nassr,4,Al Nassr BC,"basketball team in Riyadh, Saudi Arabia",Q116055693,ok,https://www.wikidata.org/wiki/Q116055693,Al Nassr BC,"basketball team in Riyadh, Saudi Arabia",basketball team,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/Al-Nassr_BC,62
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q65117301,Al-Nassr football club,2,2018–19 Al-Nassr FC season,season of football team,Q65117301,ok,https://www.wikidata.org/wiki/Q65117301,2018–19 Al-Nassr FC season,season of football team,association football team season,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/2018%E2%80%9319_Al-Nassr_FC_season,61
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q100251616,Al-Nassr football club,3,2020–21 Al-Nassr FC season,season of football team,Q100251616,ok,https://www.wikidata.org/wiki/Q100251616,2020–21 Al-Nassr FC season,season of football team,association football team season,,,,,,,,,,https://en.wikipedia.org/wiki/2020%E2%80%9321_Al-Nassr_FC_season,60
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q134713363,Al-Nassr FC,4,2025–26 Al-Nassr FC season,Al-Nassr 2025–26 football season,Q134713363,ok,https://www.wikidata.org/wiki/Q134713363,2025–26 Al-Nassr FC season,Al-Nassr 2025–26 football season,association football team season,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/2025%E2%80%9326_Al-Nassr_FC_season,59
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q113365011,Al-Nassr football club,6,2022–23 Al-Nassr FC season,season of football team,Q113365011,ok,https://www.wikidata.org/wiki/Q113365011,2022–23 Al-Nassr FC season,season of football team,association football team season,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/2022%E2%80%9323_Al-Nassr_FC_season,57
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q119717067,Al-Nassr football club,7,2023–24 Al-Nassr FC season,season of football team,Q119717067,ok,https://www.wikidata.org/wiki/Q119717067,2023–24 Al-Nassr FC season,season of football team,association football team season,,,,,,,,,,https://en.wikipedia.org/wiki/2023%E2%80%9324_Al_Nassr_FC_season,56
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q127328306,Al-Nassr football club,8,2024–25 Al-Nassr FC season,Al-Nassr 2024–25 football season,Q127328306,ok,https://www.wikidata.org/wiki/Q127328306,2024–25 Al-Nassr FC season,Al-Nassr 2024–25 football season,association football team season,,,,,,,,,,https://en.wikipedia.org/wiki/2024%E2%80%9325_Al-Nassr_FC_season,55
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q65560727,Al-Nassr football club,9,2019–20 Al-Nassr FC season,season of football team,Q65560727,ok,https://www.wikidata.org/wiki/Q65560727,2019–20 Al-Nassr FC season,season of football team,association football team season,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/2019%E2%80%9320_Al-Nassr_FC_season,55
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q110448209,Al-Nassr football club,10,Al-Nassr Football Club 2013-2014,season of football team,Q110448209,ok,https://www.wikidata.org/wiki/Q110448209,Q110448209,season of football team,association football team season,,,,,,,,,,,55
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q138051328,Al-Nassr,5,Al Nassr Mosque,Mosque in Saudi Arabia,Q138051328,ok,https://www.wikidata.org/wiki/Q138051328,Al Nassr Mosque,Mosque in Saudi Arabia,mosque,Saudi Arabia,,,,,,,24.5798465,46.5568396,,41
c_al_nassr_4ed92392,Al-Nassr FC,Al-Nassr FC,Q137288707,Al-Nassr FC,3,"Al-Nassr FC v Al-Raed SFC, 16 September 2023",,Q137288707,ok,https://www.wikidata.org/wiki/Q137288707,"Al-Nassr FC v Al-Raed SFC, 16 September 2023",,association football match,,,,,,,,,,,32
c_al_qadsiah_2c418904,Al Qadsiah,Al Qadsiah,Q286191,Al Qadsiah,1,Al Qadsiah FC,Saudi professional football club based in the city of Khobar,Q286191,ok,https://www.wikidata.org/wiki/Q286191,Al Qadsiah FC,Saudi professional football club based in the city of Khobar,association football club,Saudi Arabia,Saudi Pro League,Q4116127,Prince Saud bin Jalawi Stadium,Khobar,26.3699,50.2052,,,https://en.wikipedia.org/wiki/Al_Qadsiah_FC,100
c_al_qadsiah_2c418904,Al Qadsiah,Al Qadsiah,Q123514942,Al Qadsiah,2,Al Qadsiah FC,Saudi women's football club,Q123514942,ok,https://www.wikidata.org/wiki/Q123514942,Al Qadsiah FC,Saudi women's football club,association football club,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/Al_Qadsiah_FC_(women),100
c_al_qadsiah_2c418904,Al Qadsiah,Al Qadsiah,Q133514332,Al Qadsiah,3,AlQadsiah Esports,Saudi esports team,Q133514332,ok,https://www.wikidata.org/wiki/Q133514332,AlQadsiah Esports,Saudi esports team,esports team,Saudi Arabia,,,,,,,,,,50
c_al_quwa_al_jawiya_d23a171e,Al-Quwa Al-Jawiya,Al-Quwa Al-Jawiya,Q285510,Al-Quwa Al-Jawiya,1,Al-Quwa Al-Jawiya,association football club,Q285510,ok,https://www.wikidata.org/wiki/Q285510,Al-Quwa Al-Jawiya,association football club,association football club,Iraq,Iraq Stars League,Q2117452,Q2117452,Baghdad,33.344603,44.438984,,,https://en.wikipedia.org/wiki/Al-Quwa_Al-Jawiya,100
c_al_quwa_al_jawiya_d23a171e,Al-Quwa Al-Jawiya,Al-Quwa Al-Jawiya,Q2117452,Al-Quwa Al-Jawiya,3,Al-Quwa Al-Jawiya Stadion,Stadium in Iraq,Q2117452,ok,https://www.wikidata.org/wiki/Q2117452,Q2117452,Stadium in Iraq,stadium,Iraq,,,,,,,33.344603,44.438984,https://en.wikipedia.org/wiki/Al-Quwa_Al-Jawiya_Stadium,53
c_al_quwa_al_jawiya_d23a171e,Al-Quwa Al-Jawiya,Al-Quwa Al-Jawiya,Q79468269,Al-Quwa Al-Jawiya,2,Iraqi Clásico,Club football rivalry between Al-Quwa Al-Jaw iya and Al-Zawra'a SC,Q79468269,ok,https://www.wikidata.org/wiki/Q79468269,Iraqi Clásico,Club football rivalry between Al-Quwa Al-Jaw iya and Al-Zawra'a SC,association football derby,Iraq,,,,,,,,,,45
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q311268,Al Rayyan,1,Al-Rayyan,association football club,Q311268,ok,https://www.wikidata.org/wiki/Q311268,Al-Rayyan,association football club,association football club,Qatar,Qatar Stars League,Q401643,Ahmad bin Ali Stadium,Al Rayyan Municipality,25.330538,51.341279,,,https://en.wikipedia.org/wiki/Al-Rayyan_SC,100
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q4704693,Al Rayyan,3,Al Rayyan SC Sarafand,Lebanese association football club,Q4704693,ok,https://www.wikidata.org/wiki/Q4704693,Al Rayyan SC Sarafand,Lebanese association football club,association football club,Lebanon,Lebanese Premier League,,,,,,,,https://en.wikipedia.org/wiki/Al_Rayyan_SC_Sarafand,77
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q117010384,Al Rayyan,6,Al Rayyan,LNG carrier built in 1997,Q117010384,ok,https://www.wikidata.org/wiki/Q117010384,Al Rayyan,LNG carrier built in 1997,LNG carrier,,,,,,,,,,,72
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q115573560,Al Rayyan,7,Al Rayyan,jackup platform built in 1981,Q115573560,ok,https://www.wikidata.org/wiki/Q115573560,Al Rayyan,jackup platform built in 1981,jackup rig,,,,,,,,,,,71
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q4704695,Al Rayyan,10,Al Rayyan Futsal Team,football club,Q4704695,ok,https://www.wikidata.org/wiki/Q4704695,Al Rayyan Futsal Team,football club,football club,Qatar,Qatar Futsal League,,,,,,,,https://en.wikipedia.org/wiki/Al_Rayyan_SC_Futsal_Team,69
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q3607532,Al Rayyan,8,Al Rayyan Basketball Team,"basketball team in Al-Rayyan, Qatar",Q3607532,ok,https://www.wikidata.org/wiki/Q3607532,Al Rayyan Basketball Team,"basketball team in Al-Rayyan, Qatar",basketball team,Qatar,Qatari Basketball League,Q401643,Ahmad bin Ali Stadium,Al Rayyan Municipality,25.330538,51.341279,,,https://en.wikipedia.org/wiki/Al-Rayyan_SC_(basketball),67
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q15178890,Al Rayyan,4,Al-Rayyan,village in Syria,Q15178890,ok,https://www.wikidata.org/wiki/Q15178890,Al-Rayyan,village in Syria,village,Syria,,,,,,,34.65194444,36.8525,"https://en.wikipedia.org/wiki/Al-Rayyan,_Syria",66
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q4704694,Al Rayyan,9,Al Rayyan Handball Team,,Q4704694,ok,https://www.wikidata.org/wiki/Q4704694,Al Rayyan Handball Team,,handball team,Qatar,,,,,,,,,https://en.wikipedia.org/wiki/Al_Rayyan_SC_(handball),30
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q401643,Al Rayyan,5,Ahmad bin Ali Stadium,"stadium at Al Rayyan, Qatar",Q401643,ok,https://www.wikidata.org/wiki/Q401643,Ahmad bin Ali Stadium,"stadium at Al Rayyan, Qatar",stadium,Qatar,,,,,,,25.330538,51.341279,https://en.wikipedia.org/wiki/Ahmad_bin_Ali_Stadium,27
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,Q311272,Al Rayyan,2,Al Rayyan Municipality,municipality in Qatar,Q311272,ok,https://www.wikidata.org/wiki/Q311272,Al Rayyan Municipality,municipality in Qatar,municipality of Qatar,Qatar,,,,,,,25.308333333,51.366666666,https://en.wikipedia.org/wiki/Al_Rayyan,24
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q2655899,Al-Riyadh football club,1,Al-Riyadh SC,association football club in Saudi Arabia,Q2655899,ok,https://www.wikidata.org/wiki/Q2655899,Al-Riyadh SC,association football club in Saudi Arabia,association football club,Saudi Arabia,Saudi Pro League,Q85794527,Prince Turki bin Abdul Aziz Stadium,Riyadh Province,24.647414,46.550372,,,https://en.wikipedia.org/wiki/Al-Riyadh_SC,100
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q112160920,Al-Riyadh,7,Al-Riyadh SC,Iraqi football club,Q112160920,ok,https://www.wikidata.org/wiki/Q112160920,Al-Riyadh SC,Iraqi football club,association football club,Iraq,Iraqi Second Division League,,,,,,,,https://en.wikipedia.org/wiki/Al-Riyadh_SC_(Iraq),100
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q123521588,Al-Riyadh,9,Al-Riyadh SC,Saudi women's football club,Q123521588,ok,https://www.wikidata.org/wiki/Q123521588,Al-Riyadh SC,Saudi women's football club,association football club,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/Al-Riyadh_SC_(women),100
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q4704716,Al-Riyadh,2,Al Riyadh,Saudi daily newspaper,Q4704716,ok,https://www.wikidata.org/wiki/Q4704716,Al Riyadh,Saudi daily newspaper,newspaper,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/Al_Riyadh_(newspaper),81
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q84262019,Al-Riyadh,4,Al Riyadh,ship built in 2008,Q84262019,ok,https://www.wikidata.org/wiki/Q84262019,Al Riyadh,ship built in 2008,ship,,,,,,,,,,,74
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q81655541,Al-Riyadh,5,Al Riyadh,ship built in 1978,Q81655541,ok,https://www.wikidata.org/wiki/Q81655541,Al Riyadh,ship built in 1978,ship,,,,,,,,,,,73
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q121263379,Al-Riyadh,8,Al-Riyad,neighbourhoods in Khartoum,Q121263379,ok,https://www.wikidata.org/wiki/Q121263379,Al-Riyad,neighbourhoods in Khartoum,administrative territorial entity,Sudan,,,,,,,15.579166666,32.568333333,"https://en.wikipedia.org/wiki/Riyadh,_Khartoum",54
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q3692,Al-Riyadh,1,Riyadh,capital and largest city of Saudi Arabia,Q3692,ok,https://www.wikidata.org/wiki/Q3692,Riyadh,capital and largest city of Saudi Arabia,human settlement,Saudi Arabia,,,,,,,24.65,46.71,https://en.wikipedia.org/wiki/Riyadh,35
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q61118345,Al-Riyadh,10,Al-Riyadh Mosque Kwitang,"mosque in Jakarta, Indonesia",Q61118345,ok,https://www.wikidata.org/wiki/Q61118345,Al-Riyadh Mosque Kwitang,"mosque in Jakarta, Indonesia",mosque,Indonesia,,,,,,,-6.184137263,106.837024379,,32
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,Q12060417,Al-Riyadh,6,Al Riyadh-class frigate,,Q12060417,ok,https://www.wikidata.org/wiki/Q12060417,Al Riyadh-class frigate,,ship class,,,,,,,,,,,27
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q283545,Al Sadd,1,Al Sadd Sports Club,sports club in Qatar,Q283545,ok,https://www.wikidata.org/wiki/Q283545,Al Sadd Sports Club,sports club in Qatar,association football club,Qatar,Qatar Stars League,Q1073161,Jassim Bin Hamad Stadium,Doha,25.267358,51.484251,,,https://en.wikipedia.org/wiki/Al_Sadd_SC,100
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q25450516,Al Sadd,3,Al-Sadd FC,association football club in Saudi Arabia,Q25450516,ok,https://www.wikidata.org/wiki/Q25450516,Al-Sadd FC,association football club in Saudi Arabia,association football club,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/Al-Sadd_FC_(Saudi_Arabia),100
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q108463893,Al Sadd,2,Al Sadd,metro station in Qatar,Q108463893,ok,https://www.wikidata.org/wiki/Q108463893,Al Sadd,metro station in Qatar,metro station,Qatar,,,,,,,25.28247,51.50529,https://en.wikipedia.org/wiki/Al_Sadd_station,88
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q105767018,Al Sadd,5,Al Sadd,ship built in 2009,Q105767018,ok,https://www.wikidata.org/wiki/Q105767018,Al Sadd,ship built in 2009,ship,,,,,,,,,,,73
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q4705069,Al Sadd,4,Al Sadd,"district in Ad-Dawhah, Qatar",Q4705069,ok,https://www.wikidata.org/wiki/Q4705069,Al Sadd,"district in Ad-Dawhah, Qatar",district,Qatar,,,,,,,25.28793056,51.50196944,https://en.wikipedia.org/wiki/Al_Sadd_(Qatar),66
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q4703152,Al Sadd,10,Al-Sadda,Sudanese daily sports newspaper,Q4703152,ok,https://www.wikidata.org/wiki/Q4703152,Al-Sadda,Sudanese daily sports newspaper,daily newspaper,Sudan,,,,,,,,,https://en.wikipedia.org/wiki/Al-Sadda,47
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q4704743,Al Sadd,9,Al Sadd Handball Team,,Q4704743,ok,https://www.wikidata.org/wiki/Q4704743,Al Sadd Handball Team,,handball team,Qatar,,,,,,,,,https://en.wikipedia.org/wiki/Al_Sadd_SC_(handball),27
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q112325805,Al Sadd,6,al-Saddiq Majouba Al-Tayeb,politician in Sudan,Q112325805,ok,https://www.wikidata.org/wiki/Q112325805,al-Saddiq Majouba Al-Tayeb,politician in Sudan,human,,,,,,,,,,,1
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q112800240,Al Sadd,7,Al-Saddiq Fadlalla Sabah Al-Khair,politician in Sudan,Q112800240,ok,https://www.wikidata.org/wiki/Q112800240,Al-Saddiq Fadlalla Sabah Al-Khair,politician in Sudan,human,,,,,,,,,,,0
c_al_sadd_a599a00e,Al Sadd,Al Sadd,Q112800241,Al Sadd,8,Al-Saddiq Mohamed Ali Hassaballa,politician in Sudan,Q112800241,ok,https://www.wikidata.org/wiki/Q112800241,Al-Saddiq Mohamed Ali Hassaballa,politician in Sudan,human,,,,,,,,,,,0
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q4703212,Al Shabab Club,1,Al-Shabab SC,Omani sports club,Q4703212,ok,https://www.wikidata.org/wiki/Q4703212,Al-Shabab SC,Omani sports club,association football club,Oman,Oman Professional League,Q3272395,Al-Seeb Stadium,Muscat Governorate,23.6189,58.2168,,,https://en.wikipedia.org/wiki/Al-Shabab_SC_(Seeb),100
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q2636005,Al Shabab,1,Al-Shabab Football Club,association football club in Saudi Arabia,Q2636005,ok,https://www.wikidata.org/wiki/Q2636005,Al-Shabab Football Club,association football club in Saudi Arabia,association football club,Saudi Arabia,Saudi Pro League,Q763077,King Fahd Sports City,Riyadh,24.788206,46.839236,,,https://en.wikipedia.org/wiki/Al_Shabab_Club,100
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q3916642,Al Shabab Club,2,Al-Shabab Club,Bahraini football club,Q3916642,ok,https://www.wikidata.org/wiki/Q3916642,Al-Shabab Club,Bahraini football club,association football club,Bahrain,Bahraini Premier League,Q1548284,Bahrain National Stadium,Riffa,26.153594,50.543664,,,https://en.wikipedia.org/wiki/Al-Shabab_Club_(Manama),100
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q2081317,Al Shabab,7,Al-Shabab SC,professional Kuwaiti football club,Q2081317,ok,https://www.wikidata.org/wiki/Q2081317,Al-Shabab SC,professional Kuwaiti football club,association football club,Kuwait,Kuwaiti Premier League,Q4118312,Al-Ahmadi Stadium,Al Ahmadi,29.091111111,48.078333333,,,https://en.wikipedia.org/wiki/Al-Shabab_SC_(Kuwait),100
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q4703213,Al Shabab,8,Al-Shabab SC,football club in Iraq,Q4703213,ok,https://www.wikidata.org/wiki/Q4703213,Al-Shabab SC,football club in Iraq,association football club,Iraq,Iraq Stars League,Q4841823,Baghdad Stadium,Kwekwe,-18.91628,29.825019,,,https://en.wikipedia.org/wiki/Al-Shabab_SC_(Iraq),100
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q513493,Al Shabab,5,Al Shabab Al Arabi Club,was an Emirati football club based in Dubai,Q513493,ok,https://www.wikidata.org/wiki/Q513493,Al Shabab Al Arabi Club,was an Emirati football club based in Dubai,association football club,United Arab Emirates,UAE Pro League,Q2758483,Maktoum Bin Rashid Al Maktoum Stadium,Emirate of Dubai,25.290833333,55.348333333,,,https://en.wikipedia.org/wiki/Al_Shabab_Al_Arabi_Club_(Dubai),98
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q131545749,Al Shabab,3,Al-Shabab,,Q131545749,ok,https://www.wikidata.org/wiki/Q131545749,Al-Shabab,,radio station,Oman,,,,,,,,,,75
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q114566872,Al Shabab football club,2,"Al-Shabab FC (Riyadh, women)",Saudi women's football club,Q114566872,ok,https://www.wikidata.org/wiki/Q114566872,"Al-Shabab FC (Riyadh, women)",Saudi women's football club,association football club,Saudi Arabia,,,,,,,,,https://en.wikipedia.org/wiki/Al_Shabab_Club_(women),74
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q124971752,Al Shabab,10,al-Shabāb,newspaper published in Baghdad from 1929 onwards,Q124971752,ok,https://www.wikidata.org/wiki/Q124971752,al-Shabāb,newspaper published in Baghdad from 1929 onwards,newspaper,,,,,,,,,,,70
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q309998,Al Shabab,2,Al-Shabaab,Horn of Africa-based Islamist movement affiliated with al-Qaeda,Q309998,ok,https://www.wikidata.org/wiki/Q309998,Al-Shabaab,Horn of Africa-based Islamist movement affiliated with al-Qaeda,paramilitary organization,Somalia,,,,,,,,,https://en.wikipedia.org/wiki/Al-Shabaab_(militant_group),54
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q80168938,Al Shabab Club,5,Al Shabab Stadium,"multi-purpose stadium in Riyadh, Saudi Arabia",Q80168938,ok,https://www.wikidata.org/wiki/Q80168938,Al Shabab Stadium,"multi-purpose stadium in Riyadh, Saudi Arabia",stadium,Saudi Arabia,,,,,,,24.8031056,46.6287872,https://en.wikipedia.org/wiki/Al-Shabab_Club_Stadium,46
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q138059128,Al Shabab Club,6,Al Shabab Club Mosque,Mosque in Saudi Arabia,Q138059128,ok,https://www.wikidata.org/wiki/Q138059128,Al Shabab Club Mosque,Mosque in Saudi Arabia,mosque,Saudi Arabia,,,,,,,24.8033202,46.6265023,,41
c_al_shabab_e27f5149,Al Shabab Club,Al Shabab Club,Q4704792,Al Shabab,9,Al Shabab Mubarak Alaiar Stadium,"multiuse stadium in Jahra, Kuwait",Q4704792,ok,https://www.wikidata.org/wiki/Q4704792,Al Shabab Mubarak Alaiar Stadium,"multiuse stadium in Jahra, Kuwait",stadium,Kuwait,,,,,,,29.345,47.69583333,https://en.wikipedia.org/wiki/Mubarak_Al-Aiar_Stadium,32
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q812760,Al-Shamal SC,2,Al-Shamal Sports Club,association football club,Q812760,ok,https://www.wikidata.org/wiki/Q812760,Al-Shamal Sports Club,association football club,association football club,Qatar,Qatar Stars League 2,Q4703223,Al-Shamal SC Stadium,Al Shamal,26.118028,51.221028,,,https://en.wikipedia.org/wiki/Al-Shamal_SC,100
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q4703225,Al-Shamal,9,Al-Shamali AC,Sudanese football club,Q4703225,ok,https://www.wikidata.org/wiki/Q4703225,Al-Shamali AC,Sudanese football club,association football club,Sudan,Sudani Premier League,Q7596081,Stade Al-Amal Atbara,Atbarah,17.68865,33.97422,,,https://en.wikipedia.org/wiki/Al-Shamali_AC,100
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q138077331,Al-Shamal,5,Al Shamal,Mosque in Saudi Arabia,Q138077331,ok,https://www.wikidata.org/wiki/Q138077331,Al Shamal,Mosque in Saudi Arabia,mosque,Saudi Arabia,,,,,,,25.3399375,45.1929844,,80
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q130279467,Al-Shamal SC,1,Al-Shamal SC,,Q130279467,ok,https://www.wikidata.org/wiki/Q130279467,Al-Shamal SC,,basketball team,Qatar,,,,,,,,,,77
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q105765868,Al-Shamal,4,Al Shamal,ship built in 2008,Q105765868,ok,https://www.wikidata.org/wiki/Q105765868,Al Shamal,ship built in 2008,ship,,,,,,,,,,,74
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q310872,Al-Shamal,1,Al Shamal,administrative territorial entity of Qatar,Q310872,ok,https://www.wikidata.org/wiki/Q310872,Al Shamal,administrative territorial entity of Qatar,municipality of Qatar,Qatar,,,,,,,26.14,51.22,https://en.wikipedia.org/wiki/Al_Shamal,69
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q22948561,Al-Shamal,3,Al Shamal,"city in Al Shamal, Qatar",Q22948561,ok,https://www.wikidata.org/wiki/Q22948561,Al Shamal,"city in Al Shamal, Qatar",city,Qatar,,,,,,,26.11666667,51.21666667,https://en.wikipedia.org/wiki/Madinat_ash_Shamal,67
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q4703223,Al-Shamal SC,3,Al-Shamal SC Stadium,football stadium in Qatar,Q4703223,ok,https://www.wikidata.org/wiki/Q4703223,Al-Shamal SC Stadium,football stadium in Qatar,stadium,Qatar,,,,,,,26.118028,51.221028,https://en.wikipedia.org/wiki/Al-Shamal_SC_Stadium,63
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q1135010,Al-Shamal,7,Al-Shamal Stadium,stadium,Q1135010,ok,https://www.wikidata.org/wiki/Q1135010,Al-Shamal Stadium,stadium,stadium,Qatar,,,,,,,26.14,51.22,https://en.wikipedia.org/wiki/Al-Shamal_Stadium,44
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q115950576,Al-Shamal,10,al-Shamal Nahia,Iraqi Nahia in Nineveh governorate,Q115950576,ok,https://www.wikidata.org/wiki/Q115950576,al-Shamal Nahia,Iraqi Nahia in Nineveh governorate,human settlement,Iraq,,,,,,,36.463216,41.709122,,21
c_al_shamal_91835f7b,Al-Shamal SC,Al-Shamal SC,Q110554819,Al-Shamal,6,Al-Shamal Private University,Private University in Syria,Q110554819,ok,https://www.wikidata.org/wiki/Q110554819,Al-Shamal Private University,Private University in Syria,private university,Syria,,,,,,,36.167954,36.735929,,11
c_al_shorta_03f6bef7,Al-Shorta SC,Al-Shorta SC,Q286289,Al-Shorta SC,1,Al-Shorta SC,"association football club based in Damascus, Syria",Q286289,ok,https://www.wikidata.org/wiki/Q286289,Al-Shorta SC,"association football club based in Damascus, Syria",association football club,Syria,Syrian Premier League,Q306006,Abbasiyyin Stadium,Damascus,33.52286,36.32004,,,https://en.wikipedia.org/wiki/Al-Shorta_SC_(Syria),100
