club_id,wikidata_id,club_name,club_name_ascii,country,league,city,stadium,club_lat,club_lon,club_source_url,geo_source,manual_review_flag,notes,Unnamed: 14,Unnamed: 15,Unnamed: 16,player_count
c_fc_utrecht_8e99a4a6,,FC Utrecht,FC Utrecht,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_fcsb_dbba85ac,,FCSB,FCSB,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_fcv_dender_decd464d,,FCV Dender,FCV Dender,,,,,,,,,False,Merged aliases/source variants: FCV Dender; Dender. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_fenerbahce_58b3ec74,,Fenerbahce,Fenerbahce,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,10
c_ferencvaros_b07d0cdc,,Ferencváros,Ferencvaros,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_feyenoord_c7797bfb,,Feyenoord,Feyenoord,,,,,,,,,False,Merged aliases/source variants: Feyenoord; Feyenoord Rotterdam. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_fiorentina_69ff41f4,,Fiorentina,Fiorentina,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_flamengo_503b2587,,Flamengo,Flamengo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,9
c_fluminense_86723454,,Fluminense,Fluminense,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_foolad_1a4bede8,,Foolad,Foolad,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_fortuna_dusseldorf_78ca4c52,,Fortuna Dusseldorf,Fortuna Dusseldorf,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_frosinone_ffb745d6,,Frosinone,Frosinone,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_fulham_385c468e,,Fulham,Fulham,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6
c_galatasaray_8f5e15dc,,Galatasaray,Galatasaray,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,11
c_gangwon_fc_a8495ff5,,Gangwon FC,Gangwon FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_gaziantep_36de22a4,,Gaziantep,Gaziantep,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_genclerbirligi_22e3fae3,,Gençlerbirliği,Genclerbirligi,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_genk_8993c379,,Genk,Genk,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_genoa_8456931a,,Genoa,Genoa,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_gent_2f000c7f,,Gent,Gent,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_gil_vicente_4e74984b,,Gil Vicente,Gil Vicente,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_girona_2b73c591,,Girona,Girona,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_granada_4af55cd4,,Granada,Granada,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_grazer_ak_845301c1,,Grazer AK,Grazer AK,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_gremio_c49f51d7,,Gremio,Gremio,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_gyori_eto_4f17868c,,Győri ETO,Gyori ETO,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_hajduk_split_903c0454,,Hajduk Split,Hajduk Split,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_hamburger_sv_bc4db90c,,Hamburger SV,Hamburger SV,,,,,,,,,False,"Step 5 manual correction: raw/source variants 'Hamburg' and 'Hamburg SV' collapsed into Hamburger SV; Sander Tangvik, Miro Muheim, and Luka Vuskovic all mapped here. Wikidata/league/city/stadium pending Step 5b/Step 6.",,,,3
c_hannover_96_f304aed3,,Hannover 96,Hannover 96,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_hearts_422d35b1,,Heart of Midlothian F.C.,Heart of Midlothian F.C.,,,,,,,,,False,Step 5 manual review canonical rename from 'Hearts' to 'Heart of Midlothian F.C.'. Wikidata/league/city/stadium pending Step 5b/Step 6. Heart of Midlothian duplicate fixed,,,,2
c_heracles_almelo_e3b803be,,Heracles Almelo,Heracles Almelo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_hibernian_8382e8fd,,Hibernian,Hibernian,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_holstein_kiel_1496d34f,,Holstein Kiel,Holstein Kiel,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_hradec_kralove_16ceb4be,,Hradec Kralove,Hradec Kralove,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_hull_city_c960b36b,,Hull City,Hull City,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_huracan_1cba27c3,,Huracan,Huracan,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_ifk_norrkoping_3af5a7be,,IFK Norrköping,IFK Norrkoping,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_igdir_afc03fda,,Igdir,Igdir,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_independiente_del_valle_02bf2082,,Independiente del Valle,Independiente del Valle,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_independiente_rivadavia_c01b9f67,,Independiente Rivadavia,Independiente Rivadavia,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_inter_miami_12316fb2,,Inter Miami,Inter Miami,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_inter_milan_ec07dd66,,Inter Milan,Inter Milan,,,,,,,,,False,Merged aliases/source variants: Inter Milan; Internazionale. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,7
c_internacional_9f25f9e5,,Internacional,Internacional,,,,,,,,,False,Merged aliases/source variants: Internacional; Internacional de Porto Alegre. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_ipswich_town_0526bcf8,,Ipswich Town,Ipswich Town,,,,,,,,,False,Merged aliases/source variants: Ipswich Town; Ipswich. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_ironi_kiryat_shmona_c6bc74ed,,Ironi Kiryat Shmona,Ironi Kiryat Shmona,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_istanbul_basaksehir_eda9bc84,,Istanbul Basaksehir,Istanbul Basaksehir,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_jagiellonia_bialystok_14ff40df,,Jagiellonia Bialystok,Jagiellonia Bialystok,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_jeonbuk_hyundai_06657775,,Jeonbuk Hyundai,Jeonbuk Hyundai,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_js_kabylie_dbd91381,,JS Kabylie,JS Kabylie,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_juarez_7fd97eca,,Juárez,Juarez,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_juventus_57698fb8,,Juventus,Juventus,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,7
c_kaizer_chiefs_99debdde,,Kaizer Chiefs,Kaizer Chiefs,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_kalba_cd0a6e06,,Kalba,Kalba,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_karlsruher_sc_de48b4d3,,Karlsruher SC,Karlsruher SC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_kashima_antlers_e314a26b,,Kashima Antlers,Kashima Antlers,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_kasmpasa_61344b51,,Kasımpaşa S.K.,Kasimpasa S.K.,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6. Merged Kasimpasa + Kasımpaşa,,,,3
c_kayserispor_6364c552,,Kayserispor,Kayserispor,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_kifisia_6c2ed07b,,Kifisia,Kifisia,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_kilmarnock_77ff2e4c,,Kilmarnock,Kilmarnock,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_konyaspor_93c0af9a,,Konyaspor,Konyaspor,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_krasnodar_e8c3f037,,Krasnodar,Krasnodar,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_kv_mechelen_5d03665d,,KV Mechelen,KV Mechelen,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_lafc_42b75eaf,,LAFC,LAFC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_lanus_7b7e52a5,,Lanus,Lanus,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_lask_ec5e4ca0,,LASK,LASK,,,,,,,,,False,Merged aliases/source variants: LASK; LASK Linz. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_ldu_quito_c7b2d459,,LDU Quito,LDU Quito,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_le_havre_ac_f11b1be2,,Le Havre AC,Le Havre AC,,,,,,,,,False,Merged aliases/source variants: Le Havre AC; Le Havre. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_lechia_gdansk_6dd6ea20,,Lechia Gdańsk,Lechia Gdansk,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_leeds_united_4d0a095e,,Leeds United F.C.,Leeds United F.C.,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6. Merged Leeds + Leeds United,,,,4
c_leicester_city_1856e967,,Leicester City,Leicester City,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_lens_d18e9fd2,,Lens,Lens,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_leon_e09d3468,,León,Leon,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_levante_1173db37,,Levante,Levante,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_lille_5e95484f,,Lille,Lille,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8
c_liverpool_53dacc53,,Liverpool,Liverpool,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,11
c_lokomotiv_moscow_d1e0d051,,Lokomotiv Moscow,Lokomotiv Moscow,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_lokomotiva_zagreb_5ede067f,,Lokomotiva Zagreb,Lokomotiva Zagreb,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_lorient_1d133ad3,,Lorient,Lorient,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_ludogorets_razgrad_596a7c7c,,Ludogorets Razgrad,Ludogorets Razgrad,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_lugano_b8a83086,,Lugano,Lugano,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_lyon_8ff8803d,,Lyon,Lyon,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_maccabi_haifa_f1b6b507,,Maccabi Haifa,Maccabi Haifa,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_maccabi_tel_aviv_8adccf32,,Maccabi Tel Aviv,Maccabi Tel Aviv,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_machida_zelvia_de40ad9f,,Machida Zelvia,Machida Zelvia,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_mainz_05_a2ff4aed,,Mainz 05,Mainz 05,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6. Merged Mainz + Mainz 05,,,,5
c_malavan_5031d9ab,,Malavan,Malavan,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_mallorca_283c2cf0,,Mallorca,Mallorca,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_malmo_81e0c3a3,,Malmo,Malmo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_mamelodi_sundowns_5ad1de31,,Mamelodi Sundowns,Mamelodi Sundowns,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,9
c_manchester_city_446c8158,,Manchester City,Manchester City,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,19
c_manchester_united_f05b841f,,Manchester United,Manchester United,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6. Merged Man United + Manchester United,,,,12
c_marathon_947eb4c4,,Marathón,Marathon,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_marseille_8a6a0f84,,Marseille,Marseille,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,7
c_mazatlan_b76304f0,,Mazatlán,Mazatlan,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_melbourne_city_04bdf721,,Melbourne City,Melbourne City,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_melbourne_victory_7173b295,,Melbourne Victory,Melbourne Victory,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_miami_fc_86451741,,Miami FC,Miami FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_middlesbrough_8a024275,,Middlesbrough,Middlesbrough,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_millwall_9ef52a13,,Millwall,Millwall,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_minnesota_united_ec79d898,,Minnesota United,Minnesota United,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_mjallby_ba532087,,Mjallby,Mjallby,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_molde_c258d39b,,Molde,Molde,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_montana_45e96443,,Montana,Montana,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_monterrey_f10cf911,,Monterrey,Monterrey,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_montpellier_12bea8d1,,Montpellier,Montpellier,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_motherwell_8b7b9d25,,Motherwell,Motherwell,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_nancy_c55a4912,,Nancy,Nancy,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_nantes_f85b493e,,Nantes,Nantes,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_napoli_48cfbfde,,Napoli,Napoli,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_nasaf_92f9d239,,Nasaf,Nasaf,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_navbahor_c6d5cb2a,,Navbahor,Navbahor,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_nec_nijmegen_5eeb954a,,NEC Nijmegen,NEC Nijmegen,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_neftchi_0cda2dd5,,Neftchi,Neftchi,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_neom_dd0f566d,,Neom,Neom,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_new_england_revolution_d4ef9fc5,,New England Revolution,New England Revolution,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_new_york_city_fc_d53241ec,,New York City FC,New York City FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_newcastle_jets_131175aa,,Newcastle Jets,Newcastle Jets,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_newcastle_united_492af7e1,,Newcastle United,Newcastle United,,,,,,,,,False,Merged aliases/source variants: Newcastle United; Newcastle. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8
c_nice_a83a802d,,Nice,Nice,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8
c_nk_maribor_feb9d4ad,,NK Maribor,NK Maribor,,,,,,,,,False,Merged aliases/source variants: NK Maribor; Maribor. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_nordsjaelland_485bda61,,Nordsjaelland,Nordsjaelland,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_norwich_city_9bfbedcc,,Norwich City,Norwich City,,,,,,,,,False,Merged aliases/source variants: Norwich City; Norwich. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_nottingham_forest_a950aa00,,Nottingham Forest,Nottingham Forest,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6
c_olimpia_aed7596a,,Olimpia,Olimpia,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_olympiacos_41b104a8,,Olympiacos,Olympiacos,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_omonia_6a13a5a4,,Omonia,Omonia,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_orlando_city_33cea553,,Orlando City,Orlando City,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_orlando_pirates_1c8e17d1,,Orlando Pirates,Orlando Pirates,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8
c_osasuna_f20766a6,,Osasuna,Osasuna,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_pachuca_a4c33119,,Pachuca,Pachuca,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_pafos_0aaaf55f,,Pafos,Pafos,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_pakhtakor_52dbbda0,,Pakhtakor,Pakhtakor,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_palmeiras_a7b8813c,,Palmeiras,Palmeiras,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,7
c_panathinaikos_36cb748c,,Panathinaikos,Panathinaikos,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_paok_d88141c2,,PAOK,PAOK,,,,,,,,,False,Merged aliases/source variants: PAOK; PAOK Salonika. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_pari_nizhny_novgorod_1b7306d2,,Pari Nizhny Novgorod,Pari Nizhny Novgorod,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_paris_fc_4acde809,,Paris FC,Paris FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_paris_saint_germain_e38062ac,,Paris Saint-Germain,Paris Saint-Germain,,,,,,,,,False,Merged aliases/source variants: Paris Saint-Germain; Paris Saint-Germian. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,12
c_parma_9553b2a1,,Parma,Parma,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_pec_zwolle_79d3df3c,,PEC Zwolle,PEC Zwolle,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_persepolis_5a29c9d4,,Persepolis,Persepolis,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,7
c_peterborough_united_fc1a3742,,Peterborough United,Peterborough United,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_philadelphia_union_e87259be,,Philadelphia Union,Philadelphia Union,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_pisa_758b9ea7,,Pisa,Pisa,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_plaza_amador_6faeaf34,,Plaza Amador,Plaza Amador,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_pogon_szczecin_1d372b0b,,Pogoń Szczecin,Pogon Szczecin,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_polokwane_city_006c1372,,Polokwane City,Polokwane City,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_port_fc_fe67c888,,Port FC,Port FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_port_vale_8b7668ca,,Port Vale,Port Vale,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_portland_timbers_8e92581e,,Portland Timbers,Portland Timbers,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_porto_09de765a,,Porto,Porto,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_portsmouth_0f979b99,,Portsmouth,Portsmouth,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_psg_7fc479b7,,PSG,PSG,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_psv_eindhoven_143e5a85,,PSV Eindhoven,PSV Eindhoven,,,,,,,,,False,Merged aliases/source variants: PSV Eindhoven; PSV. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,9
c_puerto_cabello_c8843033,,Puerto Cabello,Puerto Cabello,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_pumas_unam_e7fbb47a,,Pumas UNAM,Pumas UNAM,,,,,,,,,False,Merged aliases/source variants: Pumas UNAM; Pumas. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_puskas_akademia_2653805d,,Puskas Akademia,Puskas Akademia,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_pyramids_fc_7ade8ddc,,Pyramids FC,Pyramids FC,,,,,,,,,False,Merged aliases/source variants: Pyramids FC; Pyramids. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_qatar_sc_fd8bd006,,Qatar SC,Qatar SC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_racing_genk_584dd89f,,Racing Genk,Racing Genk,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_racing_santander_99beb36e,,Racing Santander,Racing Santander,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_raja_casablanca_f3222cae,,Raja Casablanca,Raja Casablanca,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_randers_fc_3128e118,,Randers FC,Randers FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rangers_8ee581e0,,Rangers F.C.,Rangers F.C.,,,,,,,,,False,Step 5 manual correction: Lawrence Shankland reassigned from source-listed Hearts to Rangers F.C. Step 5 manual review canonical rename from 'Rangers' to 'Rangers F.C.'. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6
c_rayo_vallecano_bb03fdc6,,Rayo Vallecano,Rayo Vallecano,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_rb_leipzig_e10cc5a3,,RB Leipzig,RB Leipzig,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6
c_rb_salzburg_64bce3ab,,RB Salzburg,RB Salzburg,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_real_betis_c81a1b80,,Real Betis,Real Betis,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,7
c_real_madrid_abbd0333,,Real Madrid,Real Madrid,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,10
c_real_oviedo_11854497,,Real Oviedo,Real Oviedo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_real_salt_lake_59b0db81,,Real Salt Lake,Real Salt Lake,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_real_sociedad_495967fa,,Real Sociedad,Real Sociedad,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_red_bull_bragantino_35c794b1,,Red Bull Bragantino,Red Bull Bragantino,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_red_star_belgrade_ff44e45e,,Red Star Belgrade,Red Star Belgrade,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_reims_580a1e88,,Stade de Reims,Stade de Reims,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rennes_2c434c1a,,Rennes,Rennes,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_rijeka_f02178d7,,Rijeka,Rijeka,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_river_plate_6e5bb3c0,,River Plate,River Plate,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_rkc_waalwijk_6a7da517,,RKC Waalwijk,RKC Waalwijk,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_rosario_central_d0d1a866,,Rosario Central,Rosario Central,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rostovv_302a24f4,,Rostovv,Rostovv,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rotherham_united_58431265,,Rotherham United,Rotherham United,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rs_berkane_416671b0,,RS Berkane,RS Berkane,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
