club_id,wikidata_id,club_name,club_name_ascii,country,league,city,stadium,club_lat,club_lon,club_source_url,geo_source,manual_review_flag,notes,Unnamed: 14,Unnamed: 15,Unnamed: 16,player_count,candidate_score,search_query,search_rank,search_label,search_description,wikidata_url,wikidata_label,wikidata_description,instance_of,stadium_wikidata_id,stadium_lat,stadium_lon,wikipedia_url,detail_status,match_status,review_reason,coordinate_basis,geo_source_url,proposed_club_lat,proposed_club_lon,approved_wikidata_id,approved_stadium,approved_lat,approved_lon,approved_geo_source_url,manual_notes
c_cosmos_koblenz_125995a0,,Cosmos Koblenz,Cosmos Koblenz,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
c_coventry_city_4bce22e1,Q19580,Coventry City,Coventry City,United Kingdom,Premier League,Coventry,Coventry Building Society Arena,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Coventry City,1,Coventry City F.C.,"association football club in Coventry, England",https://www.wikidata.org/wiki/Q19580,Coventry City F.C.,"association football club in Coventry, England",association football club,Q842077,52.448056,-1.495556,https://en.wikipedia.org/wiki/Coventry_City_F.C.,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q842077,52.448056,-1.495556,,,,,,
c_cracovia_5bed2b4b,Q24074158,Cracovia,Cracovia,Poland,Ekstraklasa,Kraków,Marshal Józef Piłsudski Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Cracovia,7,KS Cracovia,"association football club in Kraków, Poland",https://www.wikidata.org/wiki/Q24074158,KS Cracovia,"association football club in Kraków, Poland",association football club,Q738643,50.058056,19.919722,https://en.wikipedia.org/wiki/KS_Cracovia,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q738643,50.058056,19.919722,,,,,,
c_cremonese_7c9dcb3d,Q759482,Cremonese,Cremonese,Italy,Q15804,Cremona,Stadio Giovanni Zini,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Cremonese,3,US Cremonese,"Italian football club based in Cremona, Lombardy",https://www.wikidata.org/wiki/Q759482,US Cremonese,"Italian football club based in Cremona, Lombardy",association football club,Q245799,45.140278,10.034722,https://en.wikipedia.org/wiki/US_Cremonese,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q245799,45.140278,10.034722,,,,,,
c_cruz_azul_71a31d4c,Q845859,Cruz Azul,Cruz Azul,Mexico,CONCACAF Champions Cup,Coyoacán,Estadio Azteca,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Cruz Azul,1,Cruz Azul,"association football club in Mexico City, Mexico",https://www.wikidata.org/wiki/Q845859,Cruz Azul,"association football club in Mexico City, Mexico",association football club,Q320454,19.303055555,-99.150555555,https://en.wikipedia.org/wiki/Cruz_Azul,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q320454,19.303055555,-99.150555555,,,,,,
c_crystal_palace_cd11ce68,Q19467,Crystal Palace,Crystal Palace,United Kingdom,Premier League,South Norwood,Selhurst Park,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,11,100,Crystal Palace,1,Crystal Palace F.C.,"association football club in London, England",https://www.wikidata.org/wiki/Q19467,Crystal Palace F.C.,"association football club in London, England",association football club,Q1066373,51.398333333,-0.085555555,https://en.wikipedia.org/wiki/Crystal_Palace_F.C.,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1066373,51.398333333,-0.085555555,,,,,,
c_cs_sfaxien_1128368b,Q1024482,CS Sfaxien,CS Sfaxien,Tunisia,Tunisian Ligue Professionnelle 1,Sfax,Taieb Mhiri Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,CS Sfaxien,1,CS Sfaxien,Tunisian association football club,https://www.wikidata.org/wiki/Q1024482,CS Sfaxien,Tunisian association football club,association football club,Q1851717,34.733611111,10.746111111,https://en.wikipedia.org/wiki/CS_Sfaxien,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1851717,34.733611111,10.746111111,,,,,,
c_cultural_leonesa_4479aa29,Q582342,Cultural Leonesa,Cultural Leonesa,Spain,LaLiga 2,León,Estadio Reino de León,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Cultural Leonesa,1,Cultural y Deportiva Leonesa,Spanish association football club,https://www.wikidata.org/wiki/Q582342,Q582342,Spanish association football club,association football club,Q16822,42.587482,-5.576699,https://en.wikipedia.org/wiki/Cultural_y_Deportiva_Leonesa,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q16822,42.587482,-5.576699,,,,,,
c_daejeon_hana_0cece60d,Q484584,Daejeon Hana,Daejeon Hana,South Korea,K League 1,Daejeon,Daejeon World Cup Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Daejeon Hana,1,Daejeon Hana Citizen FC,"Football club in Daejeon, Korea",https://www.wikidata.org/wiki/Q484584,Daejeon Hana Citizen FC,"Football club in Daejeon, Korea",association football club,Q482598,36.365229,127.325056,https://en.wikipedia.org/wiki/Daejeon_Hana_Citizen,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q482598,36.365229,127.325056,,,,,,
c_den_bosch_bb7ad83e,Q4957411,Den Bosch,Den Bosch,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,44,Den Bosch,3,20243 Den Bosch,asteroid,https://www.wikidata.org/wiki/Q4957411,Q4957411,asteroid,asteroid,,,,https://en.wikipedia.org/wiki/20243_Den_Bosch,ok,needs_manual_match_review,Low score or ambiguous candidate set. Manual match required.,,,,,,,,,,
c_deportivo_la_guaira_c9679b6f,Q628860,Deportivo La Guaira,Deportivo La Guaira,Venezuela,Venezuelan Primera División,Caracas,Estadio Olímpico,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Deportivo La Guaira,1,Deportivo La Guaira F.C.,association football club,https://www.wikidata.org/wiki/Q628860,Deportivo La Guaira F.C.,association football club,association football club,Q1369553,10.491278,-66.885492,https://en.wikipedia.org/wiki/Deportivo_La_Guaira_F.C.,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1369553,10.491278,-66.885492,,,,,,
c_derby_county_900d9adb,Q19470,Derby County,Derby County,United Kingdom,EFL Championship,Derby,Pride Park Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Derby County,1,Derby County F.C.,"association football club in Derby, England",https://www.wikidata.org/wiki/Q19470,Derby County F.C.,"association football club in Derby, England",association football club,Q201612,52.915,-1.447222222,https://en.wikipedia.org/wiki/Derby_County_F.C.,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q201612,52.915,-1.447222222,,,,,,
c_dibba_al_fujairah_06c16d12,Q20970938,Dibba FC,Dibba FC,United Arab Emirates,UAE Pro League,Emirate of Fujairah,Fujairah Club Stadium,,,,,FALSE,Step 5 manual correction: Mohanad Ali reassigned from source-listed Al-Shorta to Dibba FC; previous source variant was Dibba Al Fujairah. Step 5 manual review canonical rename from 'Dibba Al Fujairah' to 'Dibba FC'. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Dibba,5,Dibba Club,football club,https://www.wikidata.org/wiki/Q20970938,Dibba Club,football club,association football club,Q5507334,25.130122222,56.343480555,https://en.wikipedia.org/wiki/Dibba_FC,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5507334,25.130122222,56.343480555,,,,,,
c_dinamo_samarqand_94368156,Q770541,Dinamo Samarqand,Dinamo Samarqand,Uzbekistan,Uzbekistan Super League,Samarkand,Dynamo Samarkand Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Dinamo Samarqand,1,FK Dinamo Samarqand,association football club in Uzbekistan,https://www.wikidata.org/wiki/Q770541,FK Dinamo Samarqand,association football club in Uzbekistan,association football club,Q930235,39.671785,66.96572,https://en.wikipedia.org/wiki/FC_Dinamo_Samarqand,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q930235,39.671785,66.96572,,,,,,
c_dinamo_zagreb_d86806ac,Q172803,Dinamo Zagreb,Dinamo Zagreb,Croatia,Croatian Football League,Maksimir,Stadion Maksimir,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Dinamo Zagreb,1,GNK Dinamo Zagreb,"association football club in Zagreb, Croatia",https://www.wikidata.org/wiki/Q172803,GNK Dinamo Zagreb,"association football club in Zagreb, Croatia",association football club,Q723603,45.818858333,16.018077777,https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q723603,45.818858333,16.018077777,,,,,,
c_dynamo_makhachkala_9cc503d9,,Dynamo Makhachkala,Dynamo Makhachkala,,,,,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,,,,,,,,,,,,,,,no_wikidata_candidates_found,No Wikidata candidates returned from search variants. Manual match required.,,,,,,,,,,
c_dynamo_moscow_28a6f575,Q1269117,Dynamo Moscow,Dynamo Moscow,Russia,,,,,,,,TRUE,Merged aliases/source variants: Dynamo Moscow; Dinamo Moscow. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Dynamo Moscow,2,Dynamo Moscow,"sports club in Moscow, Russia",https://www.wikidata.org/wiki/Q1269117,Dynamo Moscow,"sports club in Moscow, Russia",multisports club,,,,https://en.wikipedia.org/wiki/Dynamo_Moscow,ok,candidate_no_coordinates,"Candidate found, but no usable stadium or club coordinates were found.",,,,,,,,,,
c_eintracht_braunschweig_c967ead8,Q154053,Eintracht Braunschweig,Eintracht Braunschweig,Germany,2. Bundesliga,Brunswick,Eintracht-Stadion,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Eintracht Braunschweig,1,Eintracht Braunschweig,sports club in Germany,https://www.wikidata.org/wiki/Q154053,Eintracht Braunschweig,sports club in Germany,association football club,Q662597,52.29,10.521389,https://en.wikipedia.org/wiki/Eintracht_Braunschweig,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q662597,52.29,10.521389,,,,,,
c_eintracht_frankfurt_52e79065,Q38245,Eintracht Frankfurt,Eintracht Frankfurt,Germany,Q82595,Frankfurt-Süd,Waldstadion,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8,100,Eintracht Frankfurt,1,Eintracht Frankfurt,"sports club based in Frankfurt am Main, Hesse, Germany",https://www.wikidata.org/wiki/Q38245,Eintracht Frankfurt,"sports club based in Frankfurt am Main, Hesse, Germany",association football club,Q157273,50.068611,8.645278,https://en.wikipedia.org/wiki/Eintracht_Frankfurt,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q157273,50.068611,8.645278,,,,,,
c_el_gouna_d2a63f6b,Q2658729,El Gouna,El Gouna,Egypt,Egyptian Premier League,El Gouna,Khaled Bichara Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,El Gouna football club,1,El Gouna FC,Egyptian football club,https://www.wikidata.org/wiki/Q2658729,El Gouna FC,Egyptian football club,association football club,Q3495950,27.36,33.66,https://en.wikipedia.org/wiki/El_Gouna_FC,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3495950,27.36,33.66,,,,,,
c_el_paso_locomotive_18790af8,Q54871337,El Paso Locomotive,El Paso Locomotive,United States,USL Championship,El Paso,New El Paso Ballpark,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,El Paso Locomotive,1,El Paso Locomotive FC,American professional soccer club,https://www.wikidata.org/wiki/Q54871337,El Paso Locomotive FC,American professional soccer club,association football club,Q15711510,31.759,-106.493,https://en.wikipedia.org/wiki/El_Paso_Locomotive_FC,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q15711510,31.759,-106.493,,,,,,
c_elche_e757517b,Q10512,Elche,Elche,Spain,La Liga,Elche,Estadio Manuel Martínez Valero,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Elche,2,Elche CF,Spanish association football team,https://www.wikidata.org/wiki/Q10512,Elche CF,Spanish association football team,association football club,Q953600,38.266944,-0.663333,https://en.wikipedia.org/wiki/Elche_CF,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q953600,38.266944,-0.663333,,,,,,
c_elfsborg_d22fb04b,Q211753,Elfsborg,Elfsborg,Sweden,Allsvenskan,Borås Municipality,Borås Arena,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Elfsborg,2,IF Elfsborg,"association football club in Borås, Sweden",https://www.wikidata.org/wiki/Q211753,IF Elfsborg,"association football club in Borås, Sweden",association football club,Q627087,57.73457,12.934334,https://en.wikipedia.org/wiki/IF_Elfsborg,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q627087,57.73457,12.934334,,,,,,
c_espanyol_b65db3d8,Q32537,Espanyol,Espanyol,Spain,Segunda División B,Sant Adrià de Besòs,Ciutat Esportiva Dani Jarque,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,98,Espanyol,9,RCD Espanyol B,"football club based in Barcelona, Spain",https://www.wikidata.org/wiki/Q32537,RCD Espanyol B,"football club based in Barcelona, Spain",association football club,Q8346552,41.426696,2.213064,https://en.wikipedia.org/wiki/RCD_Espanyol_B,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q8346552,41.426696,2.213064,,,,,,
c_esperance_de_tunis_bd3a1ae1,Q44897,Espérance de Tunis,Esperance de Tunis,Tunisia,Tunisian Ligue Professionnelle 1,Radès,Olympic Stadium of Radès,,,,,FALSE,Merged aliases/source variants: Espérance de Tunis; Esperance. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,Espérance de Tunis,1,Espérance Sportive de Tunis,Tunisian association football club,https://www.wikidata.org/wiki/Q44897,Espérance Sportive de Tunis,Tunisian association football club,association football club,Q1848770,36.747777777,10.272777777,https://en.wikipedia.org/wiki/Esp%C3%A9rance_Sportive_de_Tunis,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1848770,36.747777777,10.272777777,,,,,,
c_esteghlal_e23c4940,Q455971,Esteghlal,Esteghlal,Iran,Persian Gulf Pro League,District 22,Azadi Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6,100,Esteghlal,1,Esteghlal F.C.,Iranian football club based in Tehran,https://www.wikidata.org/wiki/Q455971,Esteghlal F.C.,Iranian football club based in Tehran,association football club,Q653535,35.724417,51.275528,https://en.wikipedia.org/wiki/Esteghlal_F.C.,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q653535,35.724417,51.275528,,,,,,
c_estrela_amadora_ff8429b2,Q838134,Estrela Amadora,Estrela Amadora,Portugal,Liga Portugal,Amadora,Estádio José Gomes,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Estrela Amadora,1,C.F. Estrela da Amadora,"football club in Amadora, Portugal",https://www.wikidata.org/wiki/Q838134,C.F. Estrela da Amadora,"football club in Amadora, Portugal",association football club,Q3059095,38.752036,-9.227967,https://en.wikipedia.org/wiki/C.F._Estrela_da_Amadora,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3059095,38.752036,-9.227967,,,,,,
c_estudiantes_de_la_plata_9139330d,Q214940,Estudiantes de La Plata,Estudiantes de La Plata,Argentina,Argentine Primera División,La Plata Partido,Estadio Jorge Luis Hirschi,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Estudiantes de La Plata,1,Estudiantes de La Plata,Argentine sports club based in La Plata,https://www.wikidata.org/wiki/Q214940,Estudiantes de La Plata,Argentine sports club based in La Plata,association football club,Q678824,-34.912,-57.9389,https://en.wikipedia.org/wiki/Estudiantes_de_La_Plata,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q678824,-34.912,-57.9389,,,,,,
c_etoile_du_sahel_57c67bcf,Q290540,Étoile du Sahel,Etoile du Sahel,Tunisia,Tunisian Ligue Professionnelle 1,Sousse,Stade Olympique de Sousse,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Étoile du Sahel,1,Étoile Sportive du Sahel,Tunisian association football club,https://www.wikidata.org/wiki/Q290540,Étoile Sportive du Sahel,Tunisian association football club,association football club,Q919953,35.823333,10.612778,https://en.wikipedia.org/wiki/%C3%89toile_Sportive_du_Sahel,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q919953,35.823333,10.612778,,,,,,
c_everton_fd9ce394,Q5794,Everton,Everton,United Kingdom,Premier League,City of Liverpool,Hill Dickinson Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4,100,Everton football club,1,Everton F.C.,"association football club in Liverpool, England",https://www.wikidata.org/wiki/Q5794,Everton F.C.,"association football club in Liverpool, England",association football club,Q29347805,53.4250789,-3.0027851,https://en.wikipedia.org/wiki/Everton_F.C.,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q29347805,53.4250789,-3.0027851,,,,,,
c_farense_d90822fe,Q744353,Farense,Farense,Portugal,Liga Portugal 2,Faro,Estádio Algarve,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,Farense,1,S.C. Farense,"association football team from Faro, Portugal",https://www.wikidata.org/wiki/Q744353,S.C. Farense,"association football team from Faro, Portugal",association football club,Q646151,37.088333,-7.974722,https://en.wikipedia.org/wiki/S.C._Farense,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q646151,37.088333,-7.974722,,,,,,
c_fc_augsburg_ae582369,Q15755,FC Augsburg,FC Augsburg,Germany,,Augsburg,WWK Arena,,,,,TRUE,Merged aliases/source variants: FC Augsburg; Augsburg. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4,100,FC Augsburg,1,FC Augsburg,German association football club,https://www.wikidata.org/wiki/Q15755,FC Augsburg,German association football club,association football club,Q167418,48.3233205,10.8859261,https://en.wikipedia.org/wiki/FC_Augsburg,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q167418,48.3233205,10.8859261,,,,,,
c_barcelona_cb30c55c,Q7156,FC Barcelona,FC Barcelona,Spain,La Liga,La Maternitat i Sant Ramon,Camp Nou,,,,,TRUE,Step 5 manual review canonical rename from 'Barcelona' to 'FC Barcelona'. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,13,100,FC Barcelona,1,Fc Barcelona,"This is a football club in Catalunia,Spain",https://www.wikidata.org/wiki/Q7156,Fc Barcelona,"This is a football club in Catalunia,Spain",representation team,Q159848,41.380833333,2.122777777,https://en.wikipedia.org/wiki/FC_Barcelona,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q159848,41.380833333,2.122777777,,,,,,
c_barcelona_b_ef28ece1,Q10467,FC Barcelona Atlètic,FC Barcelona Atletic,Spain,Primera Federación,Sant Joan Despí,Johan Cruijff Stadium,,,,,FALSE,Step 5 manual review canonical rename from 'Barcelona B' to 'FC Barcelona Atlètic'. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,FC Barcelona Atlètic,1,FC Barcelona Atlètic,association football reserve team of FC Barcelona,https://www.wikidata.org/wiki/Q10467,FC Barcelona Atlètic,association football reserve team of FC Barcelona,association football club,Q29043488,41.374224,2.050506,https://en.wikipedia.org/wiki/FC_Barcelona_Atl%C3%A8tic,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q29043488,41.374224,2.050506,,,,,,
c_fc_cincinnati_d3ccf1dd,Q20855983,FC Cincinnati,FC Cincinnati,United States,Major League Soccer,Cincinnati,TQL Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,FC Cincinnati,1,FC Cincinnati,"soccer club in Cincinnati, Ohio, USA",https://www.wikidata.org/wiki/Q20855983,FC Cincinnati,"soccer club in Cincinnati, Ohio, USA",association football club,Q54465634,39.111388888,-84.522222222,https://en.wikipedia.org/wiki/FC_Cincinnati,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q54465634,39.111388888,-84.522222222,,,,,,
c_fc_dallas_00dc1812,Q642291,FC Dallas,FC Dallas,United States,Major League Soccer,Texas,Toyota Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,FC Dallas,1,FC Dallas,"soccer club in Frisco, Texas, USA",https://www.wikidata.org/wiki/Q642291,FC Dallas,"soccer club in Frisco, Texas, USA",association football club,Q1140457,33.154458333,-96.835158333,https://en.wikipedia.org/wiki/FC_Dallas,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1140457,33.154458333,-96.835158333,,,,,,
c_fc_midtjylland_2f4e39b9,Q618520,FC Midtjylland,FC Midtjylland,Denmark,Danish Superliga,Herning Municipality,MCH Arena,,,,,TRUE,Merged aliases/source variants: FC Midtjylland; Midtjylland. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4,100,FC Midtjylland,1,FC Midtjylland,"association football club based in Herning, Denmark",https://www.wikidata.org/wiki/Q618520,FC Midtjylland,"association football club based in Herning, Denmark",association football club,Q1557426,56.11666667,8.95166667,https://en.wikipedia.org/wiki/FC_Midtjylland,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1557426,56.11666667,8.95166667,,,,,,
c_fc_noah_5f5fceba,Q34479193,FC Noah,FC Noah,Armenia,Armenian Premier League,Yerevan,Mika Stadium,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,FC Noah,1,FC Noah,Armenian football club based in Armavir,https://www.wikidata.org/wiki/Q34479193,FC Noah,Armenian football club based in Armavir,association football club,Q2499412,40.149373,44.476449,https://en.wikipedia.org/wiki/FC_Noah,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2499412,40.149373,44.476449,,,,,,
c_fc_nordsjlland_ae9978cb,Q210025,FC Nordsjælland,FC Nordsjaelland,Denmark,Danish Superliga,Furesø Municipality,Right to Dream Park,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,FC Nordsjælland,1,FC Nordsjælland,Danish football club,https://www.wikidata.org/wiki/Q210025,FC Nordsjælland,Danish football club,association football club,Q1397226,55.815847,12.353289,https://en.wikipedia.org/wiki/FC_Nordsj%C3%A6lland,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1397226,55.815847,12.353289,,,,,,
c_fc_seoul_8e133359,Q482406,FC Seoul,FC Seoul,South Korea,K League 1,Dongan-gu,Anyang Sports Complex,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,FC Seoul,1,FC Seoul,"Football Club in Seoul, Korea",https://www.wikidata.org/wiki/Q482406,FC Seoul,"Football Club in Seoul, Korea",association football club,Q4778217,37.405397,126.946446,https://en.wikipedia.org/wiki/FC_Seoul,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q4778217,37.405397,126.946446,,,,,,
c_fc_tatran_presov_05bcf723,Q162408,FC Tatran Prešov,FC Tatran Presov,Slovakia,Slovak First Football League,Prešov,Štadión 1. FC Tatran Prešov,,,,,FALSE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1,100,FC Tatran Prešov,1,1. FC Tatran Prešov,Slovak association football club,https://www.wikidata.org/wiki/Q162408,1. FC Tatran Prešov,Slovak association football club,association football club,Q392308,49.006667,21.234444,https://en.wikipedia.org/wiki/1._FC_Tatran_Pre%C5%A1ov,ok,auto_candidate_high_stadium_coords,,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q392308,49.006667,21.234444,,,,,,
c_fc_tokyo_9926cea2,Q856619,FC Tokyo,FC Tokyo,Japan,J1 League,Chōfu,Ajinomoto Stadium,,,,,TRUE,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2,100,FC Tokyo,1,FC Tokyo,Japanese football club,https://www.wikidata.org/wiki/Q856619,FC Tokyo,Japanese football club,association football club,Q412824,35.664278,139.527139,https://en.wikipedia.org/wiki/FC_Tokyo,ok,candidate_stadium_coords_needs_spotcheck,"Good candidate with stadium coordinates, but ambiguity threshold was not fully met.",wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q412824,35.664278,139.527139,,,,,,
