raw_club_id,raw_club_name,raw_club_name_ascii,canonical_club_id,canonical_club_name,alias_rule,merge_confidence,player_count_for_raw_club_id,teams_using_raw_club_id,normalization_notes
c_abha_a8d5b324,Abha,Abha,c_abha_a8d5b324,Abha,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.
c_ac_milan_118eeb6e,AC Milan,AC Milan,c_ac_milan_118eeb6e,AC Milan,unchanged,not_applicable,10,Belgium:2; France:2; Mexico:1; Switzerland:1; United States:1; Ecuador:1; Portugal:1; Croatia:1,No normalization merge applied.
c_accra_hearts_of_oak_sc_5dd04a93,Accra Hearts of Oak SC,Accra Hearts of Oak SC,c_accra_hearts_of_oak_sc_5dd04a93,Accra Hearts of Oak SC,unchanged,not_applicable,1,Ghana:1,No normalization merge applied.
c_ae_kifisias_b52d38fc,AE Kifisias,AE Kifisias,c_ae_kifisias_b52d38fc,AE Kifisias,unchanged,not_applicable,1,Ecuador:1,No normalization merge applied.
c_aek_athens_72925ed6,AEK Athens,AEK Athens,c_aek_athens_72925ed6,AEK Athens,unchanged,not_applicable,1,Mexico:1,No normalization merge applied.
c_ael_431116e5,AEL,AEL,c_ael_431116e5,AEL,unchanged,not_applicable,2,Congo DR:2,No normalization merge applied.
c_ael_limassol_2cf0940b,AEL Limassol,AEL Limassol,c_ael_limassol_2cf0940b,AEL Limassol,unchanged,not_applicable,2,Mexico:1; South Africa:1,No normalization merge applied.
c_afc_bournemouth_61e18bcd,AFC Bournemouth,AFC Bournemouth,c_afc_bournemouth_61e18bcd,AFC Bournemouth,auto_merge_curated_alias,high,1,United States:1,Collapsed source variant to canonical club 'AFC Bournemouth'.
c_agf_aarhus_255f8d4c,AGF Aarhus,AGF Aarhus,c_agf_aarhus_255f8d4c,AGF Aarhus,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.
c_agmk_a616cb6f,AGMK,AGMK,c_agmk_a616cb6f,AGMK,unchanged,not_applicable,2,Uzbekistan:2,No normalization merge applied.
c_aik_9fa4ead4,AIK,AIK,c_aik_9fa4ead4,AIK,unchanged,not_applicable,1,Sweden:1,No normalization merge applied.
c_aj_auxerre_5c7942ef,AJ Auxerre,AJ Auxerre,c_aj_auxerre_5c7942ef,AJ Auxerre,auto_merge_curated_alias,high,4,Ghana:3; Ivory Coast:1,Collapsed source variant to canonical club 'AJ Auxerre'.
c_ajax_955fab76,Ajax,Ajax,c_ajax_955fab76,Ajax,unchanged,not_applicable,4,Japan:2; Netherlands:1; Croatia:1,No normalization merge applied.
c_akron_tolyatti_7891723e,Akron Tolyatti,Akron Tolyatti,c_akron_tolyatti_7891723e,Akron Tolyatti,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.
c_al_ahli_c686fb82,Al Ahli,Al Ahli,c_al_ahli_c686fb82,Al Ahli,auto_merge_curated_alias,high,7,Saudi Arabia:3; Brazil:1; Ivory Coast:1; Senegal:1; Algeria:1,Collapsed source variant to canonical club 'Al Ahli'.
c_al_ahli_2ee190b5,Al-Ahli,Al-Ahli,c_al_ahli_c686fb82,Al Ahli,auto_merge_curated_alias,high,2,Türkiye:1; England:1,Collapsed source variant to canonical club 'Al Ahli'.
c_al_ahly_d8f224e8,Al Ahly,Al Ahly,c_al_ahly_d8f224e8,Al Ahly,unchanged,not_applicable,9,Egypt:8; Morocco:1,No normalization merge applied.
c_al_ain_c5137584,Al Ain,Al Ain,c_al_ain_c5137584,Al Ain,unchanged,not_applicable,3,Morocco:1; Paraguay:1; Egypt:1,No normalization merge applied.
c_al_arabi_aed4b46c,Al Arabi,Al Arabi,c_al_arabi_aed4b46c,Al Arabi,unchanged,not_applicable,3,Qatar:3,No normalization merge applied.
c_al_bataeh_bbe9608c,Al Bataeh,Al Bataeh,c_al_bataeh_bbe9608c,Al Bataeh,unchanged,not_applicable,2,Cape Verde:1; Uzbekistan:1,No normalization merge applied.
c_al_duhail_917aca16,Al Duhail,Al Duhail,c_al_duhail_917aca16,Al Duhail,unchanged,not_applicable,7,Qatar:6; Algeria:1,No normalization merge applied.
c_al_etiffaq_f2058dce,Al Etiffaq,Al Etiffaq,c_al_ettifaq_807c8264,Al Ettifaq,auto_merge_curated_alias,high,1,Scotland:1,Collapsed source variant to canonical club 'Al Ettifaq'.
c_al_ettifaq_807c8264,Al Ettifaq,Al Ettifaq,c_al_ettifaq_807c8264,Al Ettifaq,auto_merge_curated_alias,high,1,Saudi Arabia:1,Collapsed source variant to canonical club 'Al Ettifaq'.
c_al_faisaly_d08621cd,Al-Faisaly,Al-Faisaly,c_al_faisaly_d08621cd,Al-Faisaly,unchanged,not_applicable,3,Jordan:3,No normalization merge applied.
c_al_fayha_22bab1f3,Al Fayha,Al Fayha,c_al_fayha_22bab1f3,Al Fayha,unchanged,not_applicable,1,Panama:1,No normalization merge applied.
c_al_gharafa_cf3f2df9,Al Gharafa,Al Gharafa,c_al_gharafa_cf3f2df9,Al Gharafa,unchanged,not_applicable,3,Qatar:3,No normalization merge applied.
c_al_hilal_67047244,Al Hilal,Al Hilal,c_al_hilal_67047244,Al Hilal,unchanged,not_applicable,11,Saudi Arabia:6; Morocco:1; Uruguay:1; France:1; Senegal:1; Portugal:1,No normalization merge applied.
c_al_hussein_1fe1435d,Al-Hussein,Al-Hussein,c_al_hussein_1fe1435d,Al-Hussein,unchanged,not_applicable,6,Jordan:6,No normalization merge applied.
c_al_ittihad_715274c9,Al Ittihad,Al Ittihad,c_al_ittihad_715274c9,Al Ittihad,unchanged,not_applicable,4,Saudi Arabia:2; Brazil:1; Algeria:1,No normalization merge applied.
c_al_jazira_3cf19a97,Al Jazira,Al Jazira,c_al_jazira_3cf19a97,Al Jazira,unchanged,not_applicable,1,Congo DR:1,No normalization merge applied.
c_al_karma_f9b63d11,Al-Karma,Al-Karma,c_al_karma_f9b63d11,Al-Karma,unchanged,not_applicable,2,Jordan:2,No normalization merge applied.
c_al_khor_f91729aa,Al-Khor,Al-Khor,c_al_khor_f91729aa,Al-Khor,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.
c_al_najma_9b74810f,Al Najma,Al Najma,c_al_najma_9b74810f,Al Najma,unchanged,not_applicable,1,Egypt:1,No normalization merge applied.
c_al_nasr_0bf2f525,Al-Nasr,Al-Nasr,c_al_nasr_0bf2f525,Al-Nasr,unchanged,not_applicable,1,Iran:1,No normalization merge applied.
c_al_nassr_4ed92392,Al Nassr,Al Nassr,c_al_nassr_4ed92392,Al Nassr,unchanged,not_applicable,10,Saudi Arabia:7; Portugal:2; Senegal:1,No normalization merge applied.
c_al_qadsiah_2c418904,Al Qadsiah,Al Qadsiah,c_al_qadsiah_2c418904,Al Qadsiah,unchanged,not_applicable,6,Saudi Arabia:4; Mexico:1; Ghana:1,No normalization merge applied.
c_al_quwa_al_jawiya_d23a171e,Al-Quwa Al-Jawiya,Al-Quwa Al-Jawiya,c_al_quwa_al_jawiya_d23a171e,Al-Quwa Al-Jawiya,unchanged,not_applicable,1,Jordan:1,No normalization merge applied.
c_al_rayyan_e5871040,Al Rayyan,Al Rayyan,c_al_rayyan_e5871040,Al Rayyan,unchanged,not_applicable,4,Qatar:4,No normalization merge applied.
c_al_riyadh_679deb94,Al-Riyadh,Al-Riyadh,c_al_riyadh_679deb94,Al-Riyadh,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.
c_al_sadd_a599a00e,Al Sadd,Al Sadd,c_al_sadd_a599a00e,Al Sadd,unchanged,not_applicable,5,Qatar:5,No normalization merge applied.
c_al_sailiaya_6158b2fd,Al-Sailiaya,Al-Sailiaya,c_al_sailiaya_6158b2fd,Al-Sailiaya,unchanged,not_applicable,1,Jordan:1,No normalization merge applied.
c_al_shabab_e27f5149,Al-Shabab,Al-Shabab,c_al_shabab_e27f5149,Al-Shabab,unchanged,not_applicable,1,Jordan:1,No normalization merge applied.
c_al_shamal_91835f7b,Al Shamal,Al Shamal,c_al_shamal_91835f7b,Al Shamal,unchanged,not_applicable,1,Qatar:1,No normalization merge applied.
c_al_shorta_03f6bef7,Al-Shorta,Al-Shorta,c_al_shorta_03f6bef7,Al-Shorta,unchanged,not_applicable,6,Iraq:6,No normalization merge applied.
c_al_talaba_856167fb,Al-Talaba,Al-Talaba,c_al_talaba_856167fb,Al-Talaba,unchanged,not_applicable,2,Iraq:2,No normalization merge applied.
c_al_ula_28613b64,Al Ula,Al Ula,c_al_ula_28613b64,Al Ula,unchanged,not_applicable,1,Saudi Arabia:1,No normalization merge applied.
c_al_wahda_7ae987ab,Al-Wahda,Al-Wahda,c_al_wahda_7ae987ab,Al-Wahda,unchanged,not_applicable,1,Iran:1,No normalization merge applied.
c_al_wakrah_abf60aa2,Al Wakrah,Al Wakrah,c_al_wakrah_abf60aa2,Al Wakrah,unchanged,not_applicable,4,Qatar:3; Egypt:1,No normalization merge applied.
c_al_wehdat_2cc29034,Al-Wehdat,Al-Wehdat,c_al_wehdat_2cc29034,Al-Wehdat,unchanged,not_applicable,2,Jordan:2,No normalization merge applied.
c_al_zawraa_7bba0fc0,Al-Zawraa,Al-Zawraa,c_al_zawraa_7bba0fc0,Al-Zawraa,unchanged,not_applicable,4,Iraq:2; Jordan:2,No normalization merge applied.
c_alanyaspor_661d3784,Alanyaspor,Alanyaspor,c_alanyaspor_661d3784,Alanyaspor,unchanged,not_applicable,1,Congo DR:1,No normalization merge applied.
c_albirex_niigata_cab00434,Albirex Niigata,Albirex Niigata,c_albirex_niigata_cab00434,Albirex Niigata,unchanged,not_applicable,1,Australia:1,No normalization merge applied.
c_almere_11b3096f,Almere,Almere,c_almere_11b3096f,Almere,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.
c_america_0ffdae40,América,America,c_club_america_49cadc66,Club América,auto_merge_curated_alias,high,3,Uruguay:2; Mexico:1,Collapsed source variant to canonical club 'Club América'.
c_anderlecht_b0025a96,Anderlecht,Anderlecht,c_anderlecht_b0025a96,Anderlecht,unchanged,not_applicable,2,Mexico:1; Canada:1,No normalization merge applied.
c_angers_df67ea45,Angers,Angers,c_angers_df67ea45,Angers,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.
c_antwerp_7961b08d,Antwerp,Antwerp,c_antwerp_7961b08d,Antwerp,unchanged,not_applicable,1,Ecuador:1,No normalization merge applied.
c_apoel_nicosia_af3c6796,Apoel Nicosia,Apoel Nicosia,c_apoel_nicosia_af3c6796,Apoel Nicosia,unchanged,not_applicable,1,Australia:1,No normalization merge applied.
c_apollon_limassol_b6137677,Apollon Limassol,Apollon Limassol,c_apollon_limassol_b6137677,Apollon Limassol,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.
c_aris_limassol_d501bdb4,Aris Limassol,Aris Limassol,c_aris_limassol_d501bdb4,Aris Limassol,unchanged,not_applicable,1,Congo DR:1,No normalization merge applied.
c_arsenal_93d10937,Arsenal,Arsenal,c_arsenal_93d10937,Arsenal,unchanged,not_applicable,16,England:4; Spain:3; Brazil:2; Germany:1; Ecuador:1; Netherlands:1; Sweden:1; Belgium:1; France:1; Norway:1,No normalization merge applied.
c_as_far_8343a091,AS Far,AS Far,c_as_far_8343a091,AS Far,unchanged,not_applicable,1,Morocco:1,No normalization merge applied.
c_as_monaco_6b2106c8,AS Monaco,AS Monaco,c_as_monaco_6b2106c8,AS Monaco,auto_merge_curated_alias,high,5,Senegal:2; United States:1; Ivory Coast:1; France:1,Collapsed source variant to canonical club 'AS Monaco'.
c_as_roma_2ecbf69f,AS Roma,AS Roma,c_as_roma_2ecbf69f,AS Roma,auto_merge_curated_alias,high,5,Brazil:1; Morocco:1; Türkiye:1; Ivory Coast:1; France:1,Collapsed source variant to canonical club 'AS Roma'.
c_astana_f8b0106f,Astana,Astana,c_astana_f8b0106f,Astana,unchanged,not_applicable,1,Bosnia-Herzegovina:1,No normalization merge applied.
c_aston_villa_2b918477,Aston Villa,Aston Villa,c_aston_villa_2b918477,Aston Villa,unchanged,not_applicable,10,England:3; Belgium:2; Scotland:1; Ivory Coast:1; Sweden:1; France:1; Argentina:1,No normalization merge applied.
c_atalanta_f8d83567,Atalanta,Atalanta,c_atalanta_f8d83567,Atalanta,unchanged,not_applicable,7,Bosnia-Herzegovina:1; Ivory Coast:1; Netherlands:1; Sweden:1; Belgium:1; Croatia:1; Ghana:1,No normalization merge applied.
c_athletic_club_24c5af40,Athletic Club,Athletic Club,c_athletic_club_24c5af40,Athletic Club,unchanged,not_applicable,4,Spain:3; Ghana:1,No normalization merge applied.
c_athletico_paranaense_2178bb1a,Athletico Paranaense,Athletico Paranaense,c_athletico_paranaense_2178bb1a,Athletico Paranaense,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.
c_atlanta_united_43563fa4,Atlanta United,Atlanta United,c_atlanta_united_43563fa4,Atlanta United,unchanged,not_applicable,2,Paraguay:2,No normalization merge applied.
c_atlas_292eeed6,Atlas,Atlas,c_atlas_292eeed6,Atlas,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.
c_atletico_madrid_9b17a9e6,Atletico Madrid,Atletico Madrid,c_atletico_madrid_9b17a9e6,Atletico Madrid,unchanged,not_applicable,12,Argentina:6; Spain:3; Mexico:1; Uruguay:1; Norway:1,No normalization merge applied.
c_atletico_mineiro_a8379d4f,Atletico Mineiro,Atletico Mineiro,c_atletico_mineiro_a8379d4f,Atletico Mineiro,unchanged,not_applicable,4,Ecuador:3; Paraguay:1,No normalization merge applied.
c_atletico_nacional_4666103f,Atlético Nacional,Atletico Nacional,c_atletico_nacional_4666103f,Atlético Nacional,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.
c_atromitos_ea5a8225,Atromitos,Atromitos,c_atromitos_ea5a8225,Atromitos,unchanged,not_applicable,1,Congo DR:1,No normalization merge applied.
c_auckland_fc_a034ca43,Auckland FC,Auckland FC,c_auckland_fc_a034ca43,Auckland FC,unchanged,not_applicable,5,New Zealand:5,No normalization merge applied.
c_augsburg_eecde4b3,Augsburg,Augsburg,c_fc_augsburg_ae582369,FC Augsburg,auto_merge_curated_alias,high,3,Switzerland:1; Tunisia:1; Croatia:1,Collapsed source variant to canonical club 'FC Augsburg'.
c_austria_vienna_84acf87e,Austria Vienna,Austria Vienna,c_austria_vienna_84acf87e,Austria Vienna,unchanged,not_applicable,1,South Korea:1,No normalization merge applied.
c_auxerre_a2be9c4e,Auxerre,Auxerre,c_aj_auxerre_5c7942ef,AJ Auxerre,auto_merge_curated_alias,high,1,Haiti:1,Collapsed source variant to canonical club 'AJ Auxerre'.
c_az_alkmaar_6ec3c79a,AZ Alkmaar,AZ Alkmaar,c_az_alkmaar_6ec3c79a,AZ Alkmaar,unchanged,not_applicable,1,Mexico:1,No normalization merge applied.
c_baniyas_89e1539a,Baniyas,Baniyas,c_baniyas_89e1539a,Baniyas,unchanged,not_applicable,1,Uzbekistan:1,No normalization merge applied.
c_barcelona_cb30c55c,Barcelona,Barcelona,c_barcelona_cb30c55c,Barcelona,unchanged,not_applicable,13,Spain:8; Brazil:1; Netherlands:1; Uruguay:1; France:1; Portugal:1,No normalization merge applied.
c_barcelona_b_ef28ece1,Barcelona B,Barcelona B,c_barcelona_b_ef28ece1,Barcelona B,unchanged,not_applicable,1,Egypt:1,No normalization merge applied.
c_barnsley_4509838f,Barnsley,Barnsley,c_barnsley_4509838f,Barnsley,unchanged,not_applicable,1,Canada:1,No normalization merge applied.
c_bastia_1e5b7984,Bastia,Bastia,c_bastia_1e5b7984,Bastia,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.
c_bayer_leverkusen_39ddc43b,Bayer Leverkusen,Bayer Leverkusen,c_bayer_leverkusen_39ddc43b,Bayer Leverkusen,unchanged,not_applicable,7,Czechia:1; United States:1; Netherlands:1; Spain:1; Argentina:1; Algeria:1; England:1,No normalization merge applied.
c_bayern_munich_e963c2ea,Bayern Munich,Bayern Munich,c_bayern_munich_e963c2ea,Bayern Munich,unchanged,not_applicable,17,Germany:7; France:2; South Korea:1; Canada:1; Japan:1; Senegal:1; Austria:1; Colombia:1; England:1; Croatia:1,No normalization merge applied.
c_benfica_5d914960,Benfica,Benfica,c_benfica_5d914960,Benfica,unchanged,not_applicable,8,Norway:2; Bosnia-Herzegovina:1; Belgium:1; Cape Verde:1; Argentina:1; Portugal:1; Colombia:1,No normalization merge applied.
c_besiktas_daeca9ad,Besiktas,Besiktas,c_besiktas_daeca9ad,Besiktas,unchanged,not_applicable,4,South Korea:1; Türkiye:1; Ivory Coast:1; Panama:1,No normalization merge applied.
c_beveren_04c54466,Beveren,Beveren,c_beveren_04c54466,Beveren,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.
c_birmingham_city_b5dc6570,Birmingham City,Birmingham City,c_birmingham_city_b5dc6570,Birmingham City,unchanged,not_applicable,1,South Korea:1,No normalization merge applied.
c_boca_juniors_6bfb0da4,Boca Juniors,Boca Juniors,c_boca_juniors_6bfb0da4,Boca Juniors,unchanged,not_applicable,1,Argentina:1,No normalization merge applied.
c_bod_glimt_b9be1ed7,Bodø/Glimt,Bod/Glimt,c_bod_glimt_b9be1ed7,Bodø/Glimt,unchanged,not_applicable,3,Norway:3,No normalization merge applied.
c_bologna_1c61a9b1,Bologna,Bologna,c_bologna_1c61a9b1,Bologna,unchanged,not_applicable,5,Switzerland:1; Scotland:1; Norway:1; Colombia:1; Croatia:1,No normalization merge applied.
c_borussia_dortmund_8a058a04,Borussia Dortmund,Borussia Dortmund,c_borussia_dortmund_8a058a04,Borussia Dortmund,unchanged,not_applicable,11,Germany:4; Austria:2; Switzerland:1; Türkiye:1; Sweden:1; Norway:1; Algeria:1,No normalization merge applied.
c_borussia_moenchengladbach_43de423e,Borussia Moenchengladbach,Borussia Moenchengladbach,c_borussia_monchengladbach_e9b82a3e,Borussia Mönchengladbach,auto_merge_curated_alias,high,1,Bosnia-Herzegovina:1,Collapsed source variant to canonical club 'Borussia Mönchengladbach'.
c_borussia_monchengladbach_e9b82a3e,Borussia Mönchengladbach,Borussia Monchengladbach,c_borussia_monchengladbach_e9b82a3e,Borussia Mönchengladbach,auto_merge_curated_alias,high,4,United States:2; South Korea:1; Switzerland:1,Collapsed source variant to canonical club 'Borussia Mönchengladbach'.
c_botafogo_99e3bf74,Botafogo,Botafogo,c_botafogo_99e3bf74,Botafogo,unchanged,not_applicable,1,Brazil:1,No normalization merge applied.
c_bournemouth_423b488c,Bournemouth,Bournemouth,c_afc_bournemouth_61e18bcd,AFC Bournemouth,auto_merge_curated_alias,high,4,Scotland:2; Brazil:1; Netherlands:1,Collapsed source variant to canonical club 'AFC Bournemouth'.
c_braga_f3599df6,Braga,Braga,c_braga_f3599df6,Braga,unchanged,not_applicable,3,Czechia:1; Sweden:1; Austria:1,No normalization merge applied.
c_braintree_town_abe87f1e,Braintree Town,Braintree Town,c_braintree_town_abe87f1e,Braintree Town,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.
c_brentford_99ebeb82,Brentford,Brentford,c_brentford_99ebeb82,Brentford,unchanged,not_applicable,4,Brazil:1; Scotland:1; Norway:1; England:1,No normalization merge applied.
c_brighton_a6652bc3,Brighton,Brighton,c_brighton_hove_albion_5bfa8704,Brighton & Hove Albion,auto_merge_curated_alias,high,5,Netherlands:3; Germany:1; Sweden:1,Collapsed source variant to canonical club 'Brighton & Hove Albion'.
c_brighton_hove_albion_5bfa8704,Brighton & Hove Albion,Brighton & Hove Albion,c_brighton_hove_albion_5bfa8704,Brighton & Hove Albion,auto_merge_curated_alias,high,3,Paraguay:1; Türkiye:1; Belgium:1,Collapsed source variant to canonical club 'Brighton & Hove Albion'.
c_brondby_701a4084,Brondby,Brondby,c_brondby_701a4084,Brondby,unchanged,not_applicable,2,Bosnia-Herzegovina:1; Austria:1,No normalization merge applied.
c_burnley_b7c3fe1e,Burnley,Burnley,c_burnley_b7c3fe1e,Burnley,unchanged,not_applicable,5,South Africa:1; Switzerland:1; Sweden:1; Tunisia:1; Congo DR:1,No normalization merge applied.
c_buxoro_ba979d39,Buxoro,Buxoro,c_buxoro_ba979d39,Buxoro,unchanged,not_applicable,2,Uzbekistan:2,No normalization merge applied.
c_cagliari_b9017662,Cagliari,Cagliari,c_cagliari_b9017662,Cagliari,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.
c_casa_pia_c00111a5,Casa Pia,Casa Pia,c_casa_pia_c00111a5,Casa Pia,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.
c_castellon_8eebb754,Castellón,Castellon,c_castellon_8eebb754,Castellón,unchanged,not_applicable,2,Australia:1; Congo DR:1,No normalization merge applied.
c_caykur_rizespor_5d094b3b,Çaykur Rizespor,Caykur Rizespor,c_caykur_rizespor_5d094b3b,Çaykur Rizespor,auto_merge_curated_alias,high,1,Haiti:1,Collapsed source variant to canonical club 'Çaykur Rizespor'.
c_caykur_rizesport_14762bac,Caykur Rizesport,Caykur Rizesport,c_caykur_rizespor_5d094b3b,Çaykur Rizespor,auto_merge_curated_alias,high,1,Türkiye:1,Collapsed source variant to canonical club 'Çaykur Rizespor'.
c_celta_vigo_d1c2cf8a,Celta Vigo,Celta Vigo,c_celta_vigo_d1c2cf8a,Celta Vigo,unchanged,not_applicable,2,Sweden:1; Spain:1,No normalization merge applied.
c_celtic_a2eaecf1,Celtic,Celtic,c_celtic_a2eaecf1,Celtic,unchanged,not_applicable,8,Scotland:2; South Korea:1; Canada:1; United States:1; Japan:1; Sweden:1; Tunisia:1,No normalization merge applied.
c_cercle_brugge_02b4f133,Cercle Brugge,Cercle Brugge,c_cercle_brugge_02b4f133,Cercle Brugge,unchanged,not_applicable,1,Ivory Coast:1,No normalization merge applied.
c_cerro_porteno_cf028333,Cerro Porteño,Cerro Porteno,c_cerro_porteno_cf028333,Cerro Porteño,unchanged,not_applicable,2,Paraguay:2,No normalization merge applied.
c_charleroi_62356bf9,Charleroi,Charleroi,c_charleroi_62356bf9,Charleroi,unchanged,not_applicable,3,Ivory Coast:2; Algeria:1,No normalization merge applied.
c_charlotte_fc_f185ca79,Charlotte FC,Charlotte FC,c_charlotte_fc_f185ca79,Charlotte FC,unchanged,not_applicable,1,United States:1,No normalization merge applied.
c_charlton_athletic_f6926677,Charlton Athletic,Charlton Athletic,c_charlton_athletic_f6926677,Charlton Athletic,unchanged,not_applicable,1,Scotland:1,No normalization merge applied.
c_chaves_de187007,Chaves,Chaves,c_chaves_de187007,Chaves,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.
c_chelsea_e655b01a,Chelsea,Chelsea,c_chelsea_e655b01a,Chelsea,unchanged,not_applicable,10,Senegal:2; Ecuador:1; Netherlands:1; Belgium:1; Spain:1; France:1; Argentina:1; Portugal:1; England:1,No normalization merge applied.
c_chicago_fire_65c1a76f,Chicago Fire,Chicago Fire,c_chicago_fire_65c1a76f,Chicago Fire,unchanged,not_applicable,3,South Africa:1; Canada:1; United States:1,No normalization merge applied.
c_chivas_d38ae426,Chivas,Chivas,c_chivas_d38ae426,Chivas,unchanged,not_applicable,5,Mexico:5,No normalization merge applied.
c_club_africain_64656e78,Club Africain,Club Africain,c_club_africain_64656e78,Club Africain,unchanged,not_applicable,2,Tunisia:2,No normalization merge applied.
c_club_america_49cadc66,Club América,Club America,c_club_america_49cadc66,Club América,auto_merge_curated_alias,high,1,United States:1,Collapsed source variant to canonical club 'Club América'.
c_club_brugge_ea2adfc5,Club Brugge,Club Brugge,c_club_brugge_ea2adfc5,Club Brugge,unchanged,not_applicable,5,Belgium:3; Ecuador:1; Sweden:1,No normalization merge applied.
c_club_tijuana_6e4baf66,Club Tijuana,Club Tijuana,c_club_tijuana_6e4baf66,Club Tijuana,auto_merge_curated_alias,high,1,Ecuador:1,Collapsed source variant to canonical club 'Club Tijuana'.
c_cobresal_8c0fe5bd,Cobresal,Cobresal,c_cobresal_8c0fe5bd,Cobresal,unchanged,not_applicable,1,Panama:1,No normalization merge applied.
c_colorado_rapids_da865f5e,Colorado Rapids,Colorado Rapids,c_colorado_rapids_da865f5e,Colorado Rapids,unchanged,not_applicable,1,Australia:1,No normalization merge applied.
c_colorado_springs_switchbacks_a19366a9,Colorado Springs Switchbacks,Colorado Springs Switchbacks,c_colorado_springs_switchbacks_a19366a9,Colorado Springs Switchbacks,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.
c_columbus_crew_7b68355a,Columbus Crew,Columbus Crew,c_columbus_crew_7b68355a,Columbus Crew,unchanged,not_applicable,2,United States:1; Cape Verde:1,No normalization merge applied.
c_como_e0ef6211,Como,Como,c_como_e0ef6211,Como,unchanged,not_applicable,4,Senegal:1; Iraq:1; Argentina:1; Croatia:1,No normalization merge applied.
c_copenhagen_7e10c652,Copenhagen,Copenhagen,c_copenhagen_7e10c652,Copenhagen,auto_merge_curated_alias,high,2,Japan:1; Tunisia:1,Collapsed source variant to canonical club 'Copenhagen'.
c_corinthians_276924f3,Corinthians,Corinthians,c_corinthians_276924f3,Corinthians,unchanged,not_applicable,1,Netherlands:1,No normalization merge applied.
c_cosmos_koblenz_125995a0,Cosmos Koblenz,Cosmos Koblenz,c_cosmos_koblenz_125995a0,Cosmos Koblenz,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.
c_coventry_city_4bce22e1,Coventry City,Coventry City,c_coventry_city_4bce22e1,Coventry City,unchanged,not_applicable,2,United States:1; Ghana:1,No normalization merge applied.
c_cracovia_5bed2b4b,Cracovia,Cracovia,c_cracovia_5bed2b4b,Cracovia,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.
c_cremonese_7c9dcb3d,Cremonese,Cremonese,c_cremonese_7c9dcb3d,Cremonese,unchanged,not_applicable,2,Paraguay:1; Norway:1,No normalization merge applied.
c_cruz_azul_71a31d4c,Cruz Azul,Cruz Azul,c_cruz_azul_71a31d4c,Cruz Azul,unchanged,not_applicable,2,Mexico:1; Colombia:1,No normalization merge applied.
c_crystal_palace_cd11ce68,Crystal Palace,Crystal Palace,c_crystal_palace_cd11ce68,Crystal Palace,unchanged,not_applicable,11,France:2; Colombia:2; Morocco:1; United States:1; Japan:1; Spain:1; Senegal:1; Norway:1; England:1,No normalization merge applied.
c_cs_sfaxien_1128368b,CS Sfaxien,CS Sfaxien,c_cs_sfaxien_1128368b,CS Sfaxien,unchanged,not_applicable,1,Tunisia:1,No normalization merge applied.
c_cultural_leonesa_4479aa29,Cultural Leonesa,Cultural Leonesa,c_cultural_leonesa_4479aa29,Cultural Leonesa,unchanged,not_applicable,1,Qatar:1,No normalization merge applied.
c_daejeon_hana_0cece60d,Daejeon Hana,Daejeon Hana,c_daejeon_hana_0cece60d,Daejeon Hana,unchanged,not_applicable,1,South Korea:1,No normalization merge applied.
c_den_bosch_bb7ad83e,Den Bosch,Den Bosch,c_den_bosch_bb7ad83e,Den Bosch,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.
c_dender_59951657,Dender,Dender,c_fcv_dender_decd464d,FCV Dender,auto_merge_curated_alias,high,1,Iran:1,Collapsed source variant to canonical club 'FCV Dender'.
c_deportivo_la_guaira_c9679b6f,Deportivo La Guaira,Deportivo La Guaira,c_deportivo_la_guaira_c9679b6f,Deportivo La Guaira,unchanged,not_applicable,1,Panama:1,No normalization merge applied.
c_derby_county_900d9adb,Derby County,Derby County,c_derby_county_900d9adb,Derby County,unchanged,not_applicable,2,Sweden:1; Norway:1,No normalization merge applied.
c_dibba_al_fujairah_06c16d12,Dibba Al Fujairah,Dibba Al Fujairah,c_dibba_al_fujairah_06c16d12,Dibba Al Fujairah,unchanged,not_applicable,1,Uzbekistan:1,No normalization merge applied.
c_dinamo_moscow_065752cd,Dinamo Moscow,Dinamo Moscow,c_dynamo_moscow_28a6f575,Dynamo Moscow,auto_merge_curated_alias,high,1,Mexico:1,Collapsed source variant to canonical club 'Dynamo Moscow'.
