city_key,country,city,preferred_city_query,review_status,review_priority,source_row_count,club_names,stadiums,primary_stadium_context_query,primary_club_context_query,trusted_stadium_hint_coord_count,existing_club_coord_centroid_lat,existing_club_coord_centroid_lon,existing_coordinate_basis_values,existing_coordinate_source_urls,data_quality_flags,review_notes
sweden__solvesborg-municipality__3e3bdf47,Sweden,Sölvesborg Municipality,"Sölvesborg Municipality, Sweden",ready_for_geocoding_with_local_hints,medium,1,Mjallby,Strandvallen,"Strandvallen, Sölvesborg Municipality, Sweden","Mjallby, Sölvesborg Municipality, Sweden",1,56.01250000,14.71666667,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1848079,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
switzerland__bern__fbdf1f91,Switzerland,Bern,"Bern, Switzerland",ready_for_geocoding_with_local_hints,medium,1,BSC Young Boys,Stadion Wankdorf,"Stadion Wankdorf, Bern, Switzerland","BSC Young Boys, Bern, Switzerland",1,46.96277800,7.46500000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q194479,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
switzerland__canton-of-geneva__558541c6,Switzerland,Canton of Geneva,"Canton of Geneva, Switzerland",ready_for_geocoding_with_local_hints,medium,1,Servette,Stade de Genève,"Stade de Genève, Canton of Geneva, Switzerland","Servette, Canton of Geneva, Switzerland",1,46.17777800,6.12750000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q215295,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
switzerland__lugano__232d3f73,Switzerland,Lugano,"Lugano, Switzerland",ready_for_geocoding_with_local_hints,medium,1,FC Lugano,AIL Arena,"AIL Arena, Lugano, Switzerland","FC Lugano, Lugano, Switzerland",1,46.02308780,8.96012040,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q140038602,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
syria__damascus__24aa259a,Syria,Damascus,"Damascus, Syria",ready_for_geocoding_with_local_hints,medium,1,Al-Shorta SC,Abbasiyyin Stadium,"Abbasiyyin Stadium, Damascus, Syria","Al-Shorta SC, Damascus, Syria",1,33.52286000,36.32004000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q306006,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
thailand__bangkok__d1966bef,Thailand,Bangkok,"Bangkok, Thailand",ready_for_geocoding_with_local_hints,medium,1,Port FC,PAT Stadium,"PAT Stadium, Bangkok, Thailand","Port FC, Bangkok, Thailand",1,13.71515000,100.55971700,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q4925368,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
tunisia__monastir__35a10e40,Tunisia,Monastir,"Monastir, Tunisia",ready_for_geocoding_with_local_hints,medium,1,US Monastir,Mustapha Ben Jannet Stadium,"Mustapha Ben Jannet Stadium, Monastir, Tunisia","US Monastir, Monastir, Tunisia",1,35.77638900,10.82027800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3089460,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
tunisia__sfax__31b39e38,Tunisia,Sfax,"Sfax, Tunisia",ready_for_geocoding_with_local_hints,medium,1,CS Sfaxien,Taieb Mhiri Stadium,"Taieb Mhiri Stadium, Sfax, Tunisia","CS Sfaxien, Sfax, Tunisia",1,34.73361111,10.74611111,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1851717,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
tunisia__sousse__9de4ccc9,Tunisia,Sousse,"Sousse, Tunisia",ready_for_geocoding_with_local_hints,medium,1,Étoile Sportive du Sahel,Stade Olympique de Sousse,"Stade Olympique de Sousse, Sousse, Tunisia","Étoile Sportive du Sahel, Sousse, Tunisia",1,35.82333300,10.61277800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q919953,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__alanya__5c9fff14,Turkey,Alanya,"Alanya, Turkey",ready_for_geocoding_with_local_hints,medium,1,Alanyaspor,Alanya Oba Stadium,"Alanya Oba Stadium, Alanya, Turkey","Alanyaspor, Alanya, Turkey",1,36.56260000,32.07910000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q12808383,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__basaksehir__9e1040f1,Turkey,Başakşehir,"Başakşehir, Turkey",ready_for_geocoding_with_local_hints,medium,1,İstanbul Başakşehir F.K.,Başakşehir Fatih Terim Stadium,"Başakşehir Fatih Terim Stadium, Başakşehir, Turkey","İstanbul Başakşehir F.K., Başakşehir, Turkey",1,41.12280000,28.80870000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q17182993,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__besiktas__a1e503b2,Turkey,Beşiktaş,"Beşiktaş, Turkey",ready_for_geocoding_with_local_hints,medium,1,Beşiktaş J.K.,Beşiktaş Stadium,"Beşiktaş Stadium, Beşiktaş, Turkey","Beşiktaş J.K., Beşiktaş, Turkey",1,41.03916667,28.99416667,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q14914703,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__etimesgut__5c072100,Turkey,Etimesgut,"Etimesgut, Turkey",ready_for_geocoding_with_local_hints,medium,1,Gençlerbirliği S.K.,Eryaman Stadium,"Eryaman Stadium, Etimesgut, Turkey","Gençlerbirliği S.K., Etimesgut, Turkey",1,39.98000000,32.61390000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q28451127,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__gaziantep__147a5f50,Turkey,Gaziantep,"Gaziantep, Turkey",ready_for_geocoding_with_local_hints,medium,1,Gaziantep F.K.,Gaziantep Stadium,"Gaziantep Stadium, Gaziantep, Turkey","Gaziantep F.K., Gaziantep, Turkey",1,37.06757200,37.37759200,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1505486,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__istanbul__a8024850,Turkey,Istanbul,"Istanbul, Turkey",ready_for_geocoding_with_local_hints,medium,1,Kasımpaşa S.K.,Recep Tayyip Erdoğan Stadium,"Recep Tayyip Erdoğan Stadium, Istanbul, Turkey","Kasımpaşa S.K., Istanbul, Turkey",1,41.03277778,28.97222222,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1770357,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__kadkoy__1aadf114,Turkey,Kadıköy,"Kadıköy, Turkey",ready_for_geocoding_with_local_hints,medium,1,Fenerbahçe S.K.,Şükrü Saracoğlu Stadium,"Şükrü Saracoğlu Stadium, Kadıköy, Turkey","Fenerbahçe S.K., Kadıköy, Turkey",1,40.98750000,29.03666667,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q222865,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__kayseri__749a2923,Turkey,Kayseri,"Kayseri, Turkey",ready_for_geocoding_with_local_hints,medium,1,Kayserispor,Kadir Has Stadium,"Kadir Has Stadium, Kayseri, Turkey","Kayserispor, Kayseri, Turkey",1,38.73694444,35.42305556,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1493501,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__konya__e3734ce4,Turkey,Konya,"Konya, Turkey",ready_for_geocoding_with_local_hints,medium,1,Konyaspor,Konya Metropolitan Municipality Stadium,"Konya Metropolitan Municipality Stadium, Konya, Turkey","Konyaspor, Konya, Turkey",1,37.94620000,32.48810000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q7009690,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__rize__992675d8,Turkey,Rize,"Rize, Turkey",ready_for_geocoding_with_local_hints,medium,1,Çaykur Rizespor,Rize City Stadium,"Rize City Stadium, Rize, Turkey","Çaykur Rizespor, Rize, Turkey",1,41.04200000,40.57320000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1420267,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__saryer__02dee218,Turkey,Sarıyer,"Sarıyer, Turkey",ready_for_geocoding_with_local_hints,medium,1,Galatasaray S.K.,Rams Park,"Rams Park, Sarıyer, Turkey","Galatasaray S.K., Sarıyer, Turkey",1,41.10338889,28.99100000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q81492,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__tekkekoy__2abd0390,Turkey,Tekkeköy,"Tekkeköy, Turkey",ready_for_geocoding_with_local_hints,medium,1,Samsunspor,Samsun 19 Mayıs Stadium,"Samsun 19 Mayıs Stadium, Tekkeköy, Turkey","Samsunspor, Tekkeköy, Turkey",1,41.22777778,36.45750000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q6099597,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
turkey__trabzon__b91bb0c2,Turkey,Trabzon,"Trabzon, Turkey",ready_for_geocoding_with_local_hints,medium,1,Trabzonspor,Papara Park,"Papara Park, Trabzon, Turkey","Trabzonspor, Trabzon, Turkey",1,40.99870000,39.64630000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q7012155,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-arab-emirates__al-ain__e6f0be89,United Arab Emirates,Al Ain,"Al Ain, United Arab Emirates",ready_for_geocoding_with_local_hints,medium,1,Al Ain FC,Hazza bin Zayed Stadium,"Hazza bin Zayed Stadium, Al Ain, United Arab Emirates","Al Ain FC, Al Ain, United Arab Emirates",1,24.24560000,55.71660000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q15646927,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-arab-emirates__emirate-of-fujairah__c1ae8abb,United Arab Emirates,Emirate of Fujairah,"Emirate of Fujairah, United Arab Emirates",ready_for_geocoding_with_local_hints,medium,1,Dibba FC,Fujairah Club Stadium,"Fujairah Club Stadium, Emirate of Fujairah, United Arab Emirates","Dibba FC, Emirate of Fujairah, United Arab Emirates",1,25.13012222,56.34348056,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5507334,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-arab-emirates__sharjah__1b0dbced,United Arab Emirates,Sharjah,"Sharjah, United Arab Emirates",ready_for_geocoding_with_local_hints,medium,1,Sharjah FC,Sharjah Stadium (football),"Sharjah Stadium (football), Sharjah, United Arab Emirates","Sharjah FC, Sharjah, United Arab Emirates",1,25.33320556,55.41957222,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3277528,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__atlanta__01e9ae3c,United States,Atlanta,"Atlanta, United States",ready_for_geocoding_with_local_hints,medium,1,Atlanta United,Mercedes-Benz Stadium,"Mercedes-Benz Stadium, Atlanta, United States","Atlanta United, Atlanta, United States",1,33.75527778,-84.40083333,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q7007552,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__carson__785d5169,United States,Carson,"Carson, United States",ready_for_geocoding_with_local_hints,medium,1,Chivas,Dignity Health Sports Park,"Dignity Health Sports Park, Carson, United States","Chivas, Carson, United States",1,33.86444444,-118.26111110,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q200684,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__charlotte__ab07b447,United States,Charlotte,"Charlotte, United States",ready_for_geocoding_with_local_hints,medium,1,Charlotte FC,Bank of America Stadium,"Bank of America Stadium, Charlotte, United States","Charlotte FC, Charlotte, United States",1,35.22583333,-80.85277778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q806673,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__chester__0e53c983,United States,Chester,"Chester, United States",ready_for_geocoding_with_local_hints,medium,1,Philadelphia Union,Subaru Park,"Subaru Park, Chester, United States","Philadelphia Union, Chester, United States",1,39.83222200,-75.37888900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1637843,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__chicago__83183e91,United States,Chicago,"Chicago, United States",ready_for_geocoding_with_local_hints,medium,1,Chicago Fire,Soldier Field,"Soldier Field, Chicago, United States","Chicago Fire, Chicago, United States",1,41.86250000,-87.61666667,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1132413,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__cincinnati__146369ca,United States,Cincinnati,"Cincinnati, United States",ready_for_geocoding_with_local_hints,medium,1,FC Cincinnati,TQL Stadium,"TQL Stadium, Cincinnati, United States","FC Cincinnati, Cincinnati, United States",1,39.11138889,-84.52222222,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q54465634,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__colorado-springs__dc334e47,United States,Colorado Springs,"Colorado Springs, United States",ready_for_geocoding_with_local_hints,medium,1,Colorado Springs Switchbacks,Switchbacks Training Stadium,"Switchbacks Training Stadium, Colorado Springs, United States","Colorado Springs Switchbacks, Colorado Springs, United States",1,38.89580000,-104.71100000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q18157770,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__columbus__6f4d0b13,United States,Columbus,"Columbus, United States",ready_for_geocoding_with_local_hints,medium,1,Columbus Crew,ScottsMiracle-Gro Field,"ScottsMiracle-Gro Field, Columbus, United States","Columbus Crew, Columbus, United States",1,39.96846000,-83.01709000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q65045869,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__commerce-city__9f54411c,United States,Commerce City,"Commerce City, United States",ready_for_geocoding_with_local_hints,medium,1,Colorado Rapids,Dick's Sporting Goods Park,"Dick's Sporting Goods Park, Commerce City, United States","Colorado Rapids, Commerce City, United States",1,39.80555556,-104.89194440,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1210268,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__el-paso__c6171260,United States,El Paso,"El Paso, United States",ready_for_geocoding_with_local_hints,medium,1,El Paso Locomotive,New El Paso Ballpark,"New El Paso Ballpark, El Paso, United States","El Paso Locomotive, El Paso, United States",1,31.75900000,-106.49300000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q15711510,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__foxborough__ed373dee,United States,Foxborough,"Foxborough, United States",ready_for_geocoding_with_local_hints,medium,1,New England Revolution,Gillette Stadium,"Gillette Stadium, Foxborough, United States","New England Revolution, Foxborough, United States",1,42.09094444,-71.26434444,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q373355,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__los-angeles__f23208e7,United States,Los Angeles,"Los Angeles, United States",ready_for_geocoding_with_local_hints,medium,1,LAFC,BMO Stadium,"BMO Stadium, Los Angeles, United States","LAFC, Los Angeles, United States",1,34.01300000,-118.28500000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q22096111,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__new-york__aed2caf4,United States,New York,"New York, United States",ready_for_geocoding_with_local_hints,medium,1,New York City FC,Yankee Stadium,"Yankee Stadium, New York, United States","New York City FC, New York, United States",1,40.82956900,-73.92639200,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q753529,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__orlando__e5622f3d,United States,Orlando,"Orlando, United States",ready_for_geocoding_with_local_hints,medium,1,Orlando City SC,Inter&Co Stadium,"Inter&Co Stadium, Orlando, United States","Orlando City SC, Orlando, United States",1,28.54106450,-81.38903500,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q16846942,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__portland__1456a6d9,United States,Portland,"Portland, United States",ready_for_geocoding_with_local_hints,medium,1,Portland Timbers,Providence Park,"Providence Park, Portland, United States","Portland Timbers, Portland, United States",1,45.52138889,-122.69166670,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q262291,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__saint-paul__affdc13e,United States,Saint Paul,"Saint Paul, United States",ready_for_geocoding_with_local_hints,medium,1,Minnesota United FC,Allianz Field,"Allianz Field, Saint Paul, United States","Minnesota United FC, Saint Paul, United States",1,44.95280000,-93.16510000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q22096631,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__san-diego__adb1abea,United States,San Diego,"San Diego, United States",ready_for_geocoding_with_local_hints,medium,1,San Diego FC,Snapdragon Stadium,"Snapdragon Stadium, San Diego, United States","San Diego FC, San Diego, United States",1,32.78444444,-117.12283330,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q100272042,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__sandy__8d31f3cf,United States,Sandy,"Sandy, United States",ready_for_geocoding_with_local_hints,medium,1,Real Salt Lake,America First Field,"America First Field, Sandy, United States","Real Salt Lake, Sandy, United States",1,40.58290000,-111.89300000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1514798,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__seattle__45fb8f6f,United States,Seattle,"Seattle, United States",ready_for_geocoding_with_local_hints,medium,1,Seattle Sounders FC,Lumen Field,"Lumen Field, Seattle, United States","Seattle Sounders FC, Seattle, United States",1,47.59527778,-122.33166670,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q612736,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__texas__a4f0dfc2,United States,Texas,"Texas, United States",ready_for_geocoding_with_local_hints,medium,1,FC Dallas,Toyota Stadium,"Toyota Stadium, Texas, United States","FC Dallas, Texas, United States",1,33.15445833,-96.83515833,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1140457,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
uruguay__montevideo__f87883ab,Uruguay,Montevideo,"Montevideo, Uruguay",ready_for_geocoding_with_local_hints,medium,1,Club Nacional de Football,Estadio Gran Parque Central,"Estadio Gran Parque Central, Montevideo, Uruguay","Club Nacional de Football, Montevideo, Uruguay",1,-34.88450000,-56.15900000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q786149,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
uzbekistan__bukhara__95b8bd46,Uzbekistan,Bukhara,"Bukhara, Uzbekistan",ready_for_geocoding_with_local_hints,medium,1,Buxoro,Buxoro Arena,"Buxoro Arena, Bukhara, Uzbekistan","Buxoro, Bukhara, Uzbekistan",1,39.76854400,64.42570600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2944632,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
uzbekistan__fergana__0a8092a9,Uzbekistan,Fergana,"Fergana, Uzbekistan",ready_for_geocoding_with_local_hints,medium,1,FC Neftchi Fergana,Istiqlol Stadium,"Istiqlol Stadium, Fergana, Uzbekistan","FC Neftchi Fergana, Fergana, Uzbekistan",1,40.39031100,71.74963800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q117215746,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
uzbekistan__namangan__99143215,Uzbekistan,Namangan,"Namangan, Uzbekistan",ready_for_geocoding_with_local_hints,medium,1,PFC Navbahor Namangan,Markaziy Stadium (Namangan),"Markaziy Stadium (Namangan), Namangan, Uzbekistan","PFC Navbahor Namangan, Namangan, Uzbekistan",1,40.99961800,71.59383400,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5927490,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
uzbekistan__olmaliq__0a56ab9d,Uzbekistan,Olmaliq,"Olmaliq, Uzbekistan",ready_for_geocoding_with_local_hints,medium,1,AGMK,AGMK Stadium,"AGMK Stadium, Olmaliq, Uzbekistan","AGMK, Olmaliq, Uzbekistan",1,40.84542900,69.60001900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5927465,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
uzbekistan__qarshi__099833cd,Uzbekistan,Qarshi,"Qarshi, Uzbekistan",ready_for_geocoding_with_local_hints,medium,1,FC Nasaf,Markaziy Stadium (Qarshi),"Markaziy Stadium (Qarshi), Qarshi, Uzbekistan","FC Nasaf, Qarshi, Uzbekistan",1,38.83823000,65.81354000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1765518,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
uzbekistan__samarkand__018a3c3d,Uzbekistan,Samarkand,"Samarkand, Uzbekistan",ready_for_geocoding_with_local_hints,medium,1,Dinamo Samarqand,Dynamo Samarkand Stadium,"Dynamo Samarkand Stadium, Samarkand, Uzbekistan","Dinamo Samarqand, Samarkand, Uzbekistan",1,39.67178500,66.96572000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q930235,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
uzbekistan__tashkent__0b15ae98,Uzbekistan,Tashkent,"Tashkent, Uzbekistan",ready_for_geocoding_with_local_hints,medium,1,Pakhtakor,Pakhtakor Markaziy Stadium,"Pakhtakor Markaziy Stadium, Tashkent, Uzbekistan","Pakhtakor, Tashkent, Uzbekistan",1,41.31552200,69.26024400,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1421131,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
venezuela__caracas__7dc4cafb,Venezuela,Caracas,"Caracas, Venezuela",ready_for_geocoding_with_local_hints,medium,1,Deportivo La Guaira,Estadio Olímpico,"Estadio Olímpico, Caracas, Venezuela","Deportivo La Guaira, Caracas, Venezuela",1,10.49127800,-66.88549200,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1369553,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
wales__swansea__a7f3d001,Wales,Swansea,"Swansea, Wales",ready_for_geocoding_with_local_hints,medium,1,Swansea City,Swansea.com Stadium,"Swansea.com Stadium, Swansea, Wales","Swansea City, Swansea, Wales",1,51.64220000,-3.93510000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q580480,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
wales__wrexham__dbdec441,Wales,Wrexham,"Wrexham, Wales",ready_for_geocoding_with_local_hints,medium,1,Wrexham A.F.C.,Racecourse Ground,"Racecourse Ground, Wrexham, Wales","Wrexham A.F.C., Wrexham, Wales",1,53.05194400,-3.00361100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1202579,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
croatia__rijeka__0cfc36db,Croatia,Rijeka,"Rijeka, Croatia",ready_for_geocoding_no_local_hints,medium,1,HNK Rijeka,Stadion Rujevica,"Stadion Rujevica, Rijeka, Croatia","HNK Rijeka, Rijeka, Croatia",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
cyprus__nicosia__9acebf3a,Cyprus,Nicosia,"Nicosia, Cyprus",ready_for_geocoding_no_local_hints,medium,1,APOEL FC,GSP Stadium,"GSP Stadium, Nicosia, Cyprus","APOEL FC, Nicosia, Cyprus",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
denmark__copenhagen__1f815217,Denmark,Copenhagen,"Copenhagen, Denmark",ready_for_geocoding_no_local_hints,medium,1,F.C. Copenhagen,Parken Stadium,"Parken Stadium, Copenhagen, Denmark","F.C. Copenhagen, Copenhagen, Denmark",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
france__lorient__898a3820,France,Lorient,"Lorient, France",ready_for_geocoding_no_local_hints,medium,1,FC Lorient,Stade du Moustoir,"Stade du Moustoir, Lorient, France","FC Lorient, Lorient, France",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
france__nantes__8240308b,France,Nantes,"Nantes, France",ready_for_geocoding_no_local_hints,medium,1,FC Nantes,Stade de la Beaujoire,"Stade de la Beaujoire, Nantes, France","FC Nantes, Nantes, France",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
france__nice__0d202f43,France,Nice,"Nice, France",ready_for_geocoding_no_local_hints,medium,1,OGC Nice,Allianz Riviera,"Allianz Riviera, Nice, France","OGC Nice, Nice, France",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
france__tomblaine__b6dc1c48,France,Tomblaine,"Tomblaine, France",ready_for_geocoding_no_local_hints,medium,1,AS Nancy Lorraine,Stade Marcel Picot,"Stade Marcel Picot, Tomblaine, France","AS Nancy Lorraine, Tomblaine, France",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
germany__koblenz__0845f804,Germany,Koblenz,"Koblenz, Germany",ready_for_geocoding_no_local_hints,medium,1,FC Cosmos Koblenz,Stadion Oberwerth,"Stadion Oberwerth, Koblenz, Germany","FC Cosmos Koblenz, Koblenz, Germany",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
greece__larissa__a035c8e4,Greece,Larissa,"Larissa, Greece",ready_for_geocoding_no_local_hints,medium,1,Athlitiki Enosi Larissa F.C.,AEL FC Arena,"AEL FC Arena, Larissa, Greece","Athlitiki Enosi Larissa F.C., Larissa, Greece",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
greece__nikaia__93de8026,Greece,Nikaia,"Nikaia, Greece",ready_for_geocoding_no_local_hints,medium,1,A.E. Kifisia F.C.,Neapoli Stadium,"Neapoli Stadium, Nikaia, Greece","A.E. Kifisia F.C., Nikaia, Greece",0,,,,,,No local coordinate hints were found; geocode directly from the city-country query.
