squad_entry_id,player_id,team,shirt_number,is_captain,squad_status,verified_at,official_roster_source_url,caps_pre_tournament,goals_pre_tournament,notes
se_wc2026_cuw_709bc0ff,p_cuw_juninho_bacuna_6ae75aa7,Curacao,7,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,49,15,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_37162dcb,p_cuw_livano_comenencia_4bfc3e0e,Curacao,8,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,20,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_79baa9bf,p_cuw_jurgen_locadia_3e4148d1,Curacao,9,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,13,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_36352c53,p_cuw_leandro_bacuna_fe060b4c,Curacao,10,True,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,72,16,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_05a26648,p_cuw_jeremy_antonisse_2a790f95,Curacao,11,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,27,4,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_ec2bf20e,p_cuw_sontje_hansen_11e5c9da,Curacao,12,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,6,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_6bed272e,p_cuw_tyrese_noslin_15e4ed6e,Curacao,13,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,7,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_dc7cbe46,p_cuw_kenji_gorre_5c1a814f,Curacao,14,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,38,6,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_6a0b9824,p_cuw_ar_jany_martha_ee88960d,Curacao,15,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,9,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_25b81bd5,p_cuw_jearl_margaritha_f0bb7092,Curacao,16,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,22,5,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_39431652,p_cuw_brandley_kuwas_ec0a25de,Curacao,17,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,35,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_c74e87d8,p_cuw_armando_obispo_a5e33bde,Curacao,18,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,6,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_84d4854d,p_cuw_gervane_kastaneer_23a2d41b,Curacao,19,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,29,9,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_41431bf1,p_cuw_joshua_brenet_8ef176fa,Curacao,20,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,18,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_d657d0b0,p_cuw_tahith_chong_28728a9e,Curacao,21,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,6,3,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_300a9699,p_cuw_kevin_felida_fdaf3088,Curacao,22,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,19,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_b59d8cc1,p_cuw_riechedly_bazoer_cd19291e,Curacao,23,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,5,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_2ad41240,p_cuw_deveron_fonville_09aec64e,Curacao,24,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_ae6aba58,p_cuw_tyrick_bodak_d57fabe6,Curacao,25,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,4,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cuw_27e7ec1b,p_cuw_trevor_doornbusch_832d7d51,Curacao,26,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,8,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_da888758,p_cze_david_zima_dfdda2aa,Czechia,2,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,25,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_3a93235e,p_cze_tomas_holes_7cf2b9f1,Czechia,3,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,41,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_b8ec97ea,p_cze_robin_hranac_1cd4348c,Czechia,4,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,14,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_78455151,p_cze_vladimir_coufal_eca99358,Czechia,5,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,62,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_6088e4b0,p_cze_stepan_chaloupek_c0a3e524,Czechia,6,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,5,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_42fcc55e,p_cze_ladislav_krejci_c9f3ad8a,Czechia,7,True,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,27,5,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_c806e05d,p_cze_vladimir_darida_49574ae8,Czechia,8,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,79,8,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_3387dd31,p_cze_adam_hlozek_9f18f741,Czechia,9,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,43,5,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_c003f17d,p_cze_patrik_schick_2bc58744,Czechia,10,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,53,26,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_043f4694,p_cze_jan_kuchta_4db80617,Czechia,11,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,31,3,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_f3b0dea7,p_cze_lukas_cerv_cf39dade,Czechia,12,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,17,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_64b56cb5,p_cze_mojmir_chytil_85222716,Czechia,13,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,22,6,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_4c84bcaf,p_cze_david_jurasek_bd68aa70,Czechia,14,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,18,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_6dfaaf92,p_cze_jindrich_stanek_419fcbc9,Czechia,16,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,14,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_580af18b,p_cze_lukas_provod_fb55d6e2,Czechia,17,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,38,3,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_5becd3c8,p_cze_michal_sadilek_862a9039,Czechia,18,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,35,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_d1fadb75,p_cze_tomas_chory_b5ef7aa2,Czechia,19,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,22,7,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_76a8c439,p_cze_jaroslav_zeleny_7a83c315,Czechia,20,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,23,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_e8315338,p_cze_david_doudera_860cd7c3,Czechia,21,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,17,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_32e01afe,p_cze_tomas_soucek_13524176,Czechia,22,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,90,17,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_1355ae46,p_cze_lukas_hornicek_e3ff19bb,Czechia,23,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,1,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_0ff8c4f0,p_cze_alexandr_sojka_e8155981,Czechia,24,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_a9c42e4c,p_cze_hugo_sochurek_1d6d29ce,Czechia,25,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,1,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cze_d617efaf,p_cze_denis_visinsky_43597932,Czechia,26,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_cbce8ac0,p_cod_lionel_mpasi_ae61eb92,Congo DR,1,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,29,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_bd6aa55d,p_cod_aaron_wan_bissaka_1743e232,Congo DR,2,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,12,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_09f32234,p_cod_steve_kapuadi_720557c4,Congo DR,3,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,4,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_e3a3860a,p_cod_axel_tuanzebe_90944b97,Congo DR,4,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,14,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_1fc9fd1d,p_cod_dylan_batubinsika_1c74e07f,Congo DR,5,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,14,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_6546c48a,p_cod_ngal_ayel_mukau_f2c34320,Congo DR,6,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,14,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_acb6d8ae,p_cod_nathanael_mbuku_b15f5169,Congo DR,7,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,19,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_9dec6fc4,p_cod_samuel_moutoussamy_8b0e95be,Congo DR,8,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,58,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_ee4660b2,p_cod_brian_cipenga_465e42ce,Congo DR,9,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,8,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_96e8fec3,p_cod_theo_bongonda_39129f32,Congo DR,10,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,38,7,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_b6920131,p_cod_gael_kakuta_d18f69e8,Congo DR,11,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,31,5,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_5a8b0e68,p_cod_joris_kayembe_5001c3d2,Congo DR,12,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,26,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_ab442a39,p_cod_meschak_elia_0b968915,Congo DR,13,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,69,12,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_0bbe9802,p_cod_noah_sadiki_dddcc558,Congo DR,14,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,20,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_3200808d,p_cod_aaron_tshibola_5291411b,Congo DR,15,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,17,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_041085c8,p_cod_timothy_fayulu_37d7a6c0,Congo DR,16,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,3,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_f0552646,p_cod_cedric_bakambu_d23d8daf,Congo DR,17,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,70,21,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_9d99fbda,p_cod_charles_pickel_4f73be2c,Congo DR,18,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,34,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_f7d1b401,p_cod_fiston_mayele_d1c0c8ef,Congo DR,19,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,37,6,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_1600c345,p_cod_yoane_wissa_17ae0a9d,Congo DR,20,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,38,9,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_09d449df,p_cod_matthieu_epolo_10653c65,Congo DR,21,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,1,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_280e62e1,p_cod_chancel_mbemba_df08a255,Congo DR,22,True,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,109,7,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_fd8b91cf,p_cod_simon_banza_34e3c6e3,Congo DR,23,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,15,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_18c377c8,p_cod_gedeon_kalulu_3355f179,Congo DR,24,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,28,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_2a8c1700,p_cod_edo_kayembe_5143c1cb,Congo DR,25,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,43,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_cod_3f346e0a,p_cod_arthur_masuaku_4b8f4c1e,Congo DR,26,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,45,4,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_f4924025,p_ecu_hernan_galindez_f5182915,Ecuador,1,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,35,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_9157241c,p_ecu_felix_torres_ea2e596f,Ecuador,2,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,49,5,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_16e027d2,p_ecu_piero_hincapie_2bef414e,Ecuador,3,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,52,3,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_a70ff90e,p_ecu_joel_ordonez_6b4213b6,Ecuador,4,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,17,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_7f1f7969,p_ecu_jordy_alcivar_0ba80cc6,Ecuador,5,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,11,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_374260a9,p_ecu_willian_pacho_ecbaea58,Ecuador,6,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,34,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_f5d18eb7,p_ecu_pervis_estupinan_79b0301b,Ecuador,7,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,54,5,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_9400b2ca,p_ecu_anthony_valencia_c0877fe2,Ecuador,8,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,3,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_c2186160,p_ecu_john_yeboah_f4179bba,Ecuador,9,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,23,3,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_19a17cbf,p_ecu_kendry_paez_8d79db29,Ecuador,10,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,26,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_1a9c7172,p_ecu_kevin_rodriguez_cbff52ff,Ecuador,11,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,31,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_8d669af4,p_ecu_moises_ramirez_50b6ae46,Ecuador,12,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,7,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_4ba9f4ea,p_ecu_enner_valencia_48a653b4,Ecuador,13,True,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,105,49,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_e870a7d6,p_ecu_alan_minda_66e3710b,Ecuador,14,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,20,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_0429e73a,p_ecu_pedro_vite_02c8e945,Ecuador,15,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,17,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_9ffc3906,p_ecu_jordy_caicedo_8f721383,Ecuador,16,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,20,4,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_28ef2779,p_ecu_angelo_preciado_7ab7269e,Ecuador,17,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,55,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_a91f7428,p_ecu_denil_castillo_11773cc3,Ecuador,18,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,5,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_5c411ec5,p_ecu_gonzalo_plata_52795550,Ecuador,19,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,50,8,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_ca67afd9,p_ecu_nilson_angulo_36180178,Ecuador,20,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,14,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_89c479da,p_ecu_alan_franco_80965137,Ecuador,21,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,58,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_63994cb4,p_ecu_gonzalo_valle_9b2837b7,Ecuador,22,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,4,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_68fbc4b4,p_ecu_moises_caicedo_933ed1f6,Ecuador,23,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,61,3,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_178e3222,p_ecu_jeremy_arevalo_4611b2ea,Ecuador,24,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,4,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_d3304044,p_ecu_jackson_porozo_e9ca15cf,Ecuador,25,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,10,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_ecu_decd9699,p_ecu_yaimar_medina_64320c80,Ecuador,26,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,6,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_b641a85c,p_egy_mohamed_el_shenawy_6eaa4541,Egypt,1,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,76,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_1d7eb1a2,p_egy_yasser_ibrahim_41e0dcc2,Egypt,2,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,17,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_a0543de6,p_egy_mohamed_hany_f4c4265d,Egypt,3,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,42,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_1be31b28,p_egy_hossam_abdelmaguid_f62351a1,Egypt,4,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,13,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_56fc6f55,p_egy_ramy_rabia_6e837348,Egypt,5,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,44,5,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_f29e81d9,p_egy_mohamed_abdelmonem_7d6d2721,Egypt,6,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,36,3,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_ac6703ee,p_egy_emam_ashour_dca07f46,Egypt,8,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,29,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_4cb5eb75,p_egy_hamza_abdelkarim_21334e1d,Egypt,9,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_da4ff01e,p_egy_mohamed_salah_9bd519f5,Egypt,10,True,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,116,67,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_dcbe8f68,p_egy_mostafa_ziko_c5b09adb,Egypt,11,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2,2,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_2fed80de,p_egy_haissem_hassan_176106e8,Egypt,12,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,4,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_7d36a1da,p_egy_ahmed_fatouh_dc7f8034,Egypt,13,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,39,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_3e6e2ef2,p_egy_hamdy_fathy_b1dda916,Egypt,14,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,63,3,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_d0eae546,p_egy_karim_hafez_63394784,Egypt,15,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,9,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_b7afc6d8,p_egy_el_mahdy_soliman_378a11ec,Egypt,16,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,0,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_97b7732e,p_egy_mohanad_lasheen_643f7e97,Egypt,17,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,23,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_f99574e2,p_egy_nabil_emad_89db2d51,Egypt,18,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,12,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_e4f9fbf1,p_egy_marwan_attia_3d176d42,Egypt,19,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,34,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_5b83c5fc,p_egy_ibrahim_adel_ada19cb6,Egypt,20,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,24,3,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_de948aaa,p_egy_mahmoud_saber_1d4ea4ea,Egypt,21,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,15,1,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_53879653,p_egy_omar_marmoush_2c310315,Egypt,22,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,50,11,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_b3d305b2,p_egy_mostafa_shobeir_a364322d,Egypt,23,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,9,0,confirmed on FIFA final squad list via Wikipedia squads page
se_wc2026_egy_cecf19af,p_egy_tarek_alaa_045a4f0c,Egypt,24,False,active,2026-07-12,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,3,0,confirmed on FIFA final squad list via Wikipedia squads page
